"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text","sv-model-button"
"Türk Telekom İnternet Çekmeme Sorunun Baz İstasyonu Sorunu","25 Temmuz 18:48","298","Ben Türk Telekom kullanıyorum. Olduğum bölgede sadece Türk Telekom çekmiyor, diğer operatörler çekiyor. Bunu müşteri temsilcisine söylediğimde, 1-2 seneye düzelir, baz istasyonu sahası kötü gibi şeyler söylediler. Operatör değiştireceğiz dediğimizde bile 'Biz karışmıyoruz' dediler. Bu olaydan sonra","...","#İnternet"
"Türk Telekom İzinsiz Açılan Servis Üyelikleri Mobil Ödeme Ücreti","25 Temmuz 18:47","354","23/07/2023 sabah saat 9:34 sularında Google Play'de uygulama güncellemesi için şifreyle girdim. Girer girmez Playcenter ve Allinmobi denen servislerden üyelik açılarak faturama eklendi. Hiçbir işleme onay vermememe rağmen onay verilmiş diye onay mesajları gelmeye başladı. Aramadığım yer kalmadı. All","...","#Mobil Ödeme"
"Türk Telekom Müşteri Memnuniyetsizliği İle Mağdur Edilmektedir.","25 Temmuz 18:41","420","8832779134 hizmet numaralı Türk Telekom Evde internet abonesiyim. 1 haftadır internet bağlantı problemi yaşıyorum. İlk bildirimi yaptım ekip geldi ücreti ile modem yanmış deyip modemi değiştirdi. Ancak aynı günün akşamı internet bağlantı problemim devam etmektedir. Hem internet hizmeti alamamaktayım","...","#İnternet"
"Türk Telekom İnternet Hız Ve Altyapı Sorunları","25 Temmuz 18:41","618","Türk Telekom ev interneti kullanmaktayım. 100 Mbps hız aldığım iddia ediliyor ama evime gelen maksimum hız 93-94 Mbps. Sürekli IP sorunu yaşıyorum. Ping sorunu nedeniyle internet bağlanmadan kullanmaya çalıştığımda ünlem işareti çıkıyor. Altyapımın 1000 Mbps'ye kadar çıkarılmasını talep ediyorum. Si","...","#İnternet"
"Türk Telekom'un Yüksek Nakil Ücreti Şikayeti","25 Temmuz 18:39","504","Ben yıllarca Türk Telekom müşterisiyim. Sadece nakil işlemi için 540 TL para istiyorsunuz, yazık günahtır. Evimde modemim var, kablolarım var; gelen arkadaş hiçbir şey yapmayacak, sadece adres değişikliği olacak. B adresi yerine a adresi yazılacak faturada. Bunun için benden 540 TL talep ediyorsunuz","...","#İnternet"
"Türk Telekom Müşteri Hizmetlerine Direk Bağlanım","25 Temmuz 18:31","295","Türk Telekom müşteri hizmetlerine direk ulaşma... Fatura dönemin bitti kendi kendine başka bir fatura dönemi başlatılmış bana sorulmadan... Müşteri hizmetlerine bağlanmaya çalışıyorum. Sürekli yönlendirilip duruyorum bir türlü. Bağlanılmıyor ne yapmam lazım","","#Fatura ödeme"
"Türk Telekom Düzeltilmesini Rica Ediyorum","25 Temmuz 18:30","340","Öncelikle merhabalar, benim telefon faturam otomatik ödeniyor ve iki ayrı hesaptan ödeme alınıyor. Bir faturayı iki kez alıyorlar. Bunun geri ödenmesini talep ediyorum. Lütfen düzeltme yapsınlar. Para çektikleri hesaplar Garanti ve Yapı Kredi. Normalde benim Garanti hesabımdan çekilmesi gerekiyor. B","...","#Fatura ödeme"
"Türk Telekom Sürekli İnternet Arızası Yaşıyorum","25 Temmuz 18:29","244","Neredeyse evime internet bağlattığım günden beri arıza yaşıyorum bana gelen SMS lerin ekran görüntülerini ekledim ancak bunlar dışında SMS gelmeden Türk Telekom ile konuştuğum bir çok internet arızası yaşıyorum. Genel arıza kaydı girdikleri için ayrıca bir şikayet talebi oluşturamıyorum. Günlerdir k","...","#İnternet"
"","25 Temmuz 18:28","83","","",""
"TT Mobil Ek İnternet Paketi İptal Edilemiyor","25 Temmuz 18:20","737","Türk Telekom hattıma ek internet paketi aldım, bir türlü iptal edemiyorum. Müşteri hizmetlerine de ulaşamıyorum. Ne müşteri hizmetleri ne de online hiçbir bilgi yok. Anlamıyorum. Ek paket iptali istiyorum. Paket iptali nasıl yapılacak?","","#Faturalı Paketler"
"Türk Telekom Yan Binamda Altyapı Var Bizde Yok","25 Temmuz 18:17","219","Yan binamda altyapı var ancak benim binamda altyapı yok ve komşular ile hepiniz kayıt oluşturursanız daha hızlı ilerleyeceği söyleniyor. Altyapı çalışması 1 yıl mı sürer? Hangi yüzyılda yaşıyoruz? Acaba ne magnet uygun ne altyapı var, sözde Türkiye'nin her yerini kapsıyoruz.","","#Altyapı Sorgulama"
"Türk Telekom İnternet İptal Etmemek İçin Yokuşa Sürüyor","25 Temmuz 18:15","278","20 günde bir nakil işlemini beceremediniz şimdi de iptal için yokuşa sürüyorsunuz. Temsilciniz nakil iptal işlemi kaydı oluşturuldu diyor ertesi gün arıyorum oluşturulan bir kayıt yok. Benim o internetimi fatura dönemine kadar iptal edeceksiniz yoksa mahkemede sizinle çok güzel uğraşacağım","","#İnternet"
"Türk Telekom Verdiği Randevusuna Gelmedi","25 Temmuz 18:15","144","Türk Telekom müşteri hizmetleri randevu saatinde ve gününde gelmedi, mağdur etti. Zaten 3 gündür bekliyorum. Bugün de gelen giden olmadı, bir mesaj arama dahi yok. Kendi çabalarım ile ulaştığım arkadaşlar ise mesai bitmesine az kaldı, gelemeyiz dediler. Taahhüdüm olmasa 1 dakika durmam, daha böyle s","...","#İnternet"
"Türk Telekom Ekibinin Randevu Gününde Gelmemesi","25 Temmuz 17:55","176","Ben bu yaşıma kadar bu kadar kötü bir durum ile karşılaşmadım. Türk Telekom fiber dönüşüm için randevu alıyoruz. 4-5 gün sonraya randevu veriyorlar. Bekliyoruz ancak randevu saatine dahi ekip gelmiyor. Arıyoruz, şikayet takibi alıyorlar. Tekrar 5 gün geçiyor. Üstünden geleceğiz diyorlar. Ve sonuç or","...",""
"Türk Telekom Modem İnterneti Saçmalığı","25 Temmuz 17:55","215","Türk Telekom sınırsız internet hizmetini kullanıyoruz son 1-2 haftadır çok kötü bir internet hızına sahip. Müşteri temsilcisini bu konu için aradığımızda ""Modemin hızını arttıracak bir kit satın alabilirsiniz"" Dedi sanki sorun bizdeymiş gibi. İşin garip tarafı taahhüdü yeniletirken internet hızını 1","...","#İnternet"
"Türk Telekom'un Verilen Randevu Saatine Uymaması","25 Temmuz 17:54","366","Türk Telekom evde internet hizmetine taşındığım için nakil başvurusunda bulundum. İşlem onaylandı ve randevu saati verildi fakat belirtilen zaman aralığında herhangi bir geri dönüş yapılmadı. Başka bir şehre gitmem gerektiği için ilk konuştuğum kişiye üstüne basa basa sordum ve pazartesi belirtilen","...",""
"Bağcılar Türk Telekom Fiber Altyapı Eksikliği","25 Temmuz 17:46","264","Güngören Güneştepe Mahallesi Kardeşler Sokak No 25'te ikamet etmekteyim. Karşı binada fiber altyapı olmasına rağmen hala yolun karşı tarafına fiber altyapı çalışması yapılmıyor. Bağcılar Türk Telekom Müdürlüğü ilgilenmiyor. 5 metre mesafede ADSL altyapısı kullanıyoruz. Bina sakinleri olarak fiber al","...",""
"Türk Telekom Da İnsan Aldatmacası Nasıl Olur","25 Temmuz 17:46","639","20.07.2024 tarihinde online dan Vodafone dan Türk Telekom e geçiş işlemleri için kayıt açtım. İşlemler aynı konuşma içinde yapılmış olup benden sim kart için adres istediklerinde ne zaman teslim olunduğunu ona göre adres vereceğimi ilettim. Ama geleceğini oradan teslimat gününü kendim seçeceğimi bel","...","#Fatura ödeme"
"Çözümsüz Türk Telekom İnternet Arızası","25 Temmuz 17:45","201","2 yıldan fazladır Tekirdağ kumbağ mahallesinde internet olarak Türk Telekom kullanıyorum ilk günden beri sağlıklı internet hizmeti alamadım. Defalarca arıza kaydı bıraktığım halde hala bir çözüm olmadığı gibi tam internet bedeli tahsil edilmektedir. Her gün arıza kaydınız incelenmekte diye mesaj gel","...","#İnternet"
"Türk Telekom Ve Dijital Kurye Kurumsal Ayıplı İşlem","25 Temmuz 17:44","135","Türk Telekom SIM kart teslimi ve Dijital Kurye hizmet alanında kurumsal yapısına yakışmayan hizmet anlayışı ve kusurlu hizmet. Dijital Kurye işlemi sonlandırmaya yalan beyanla işlem yapılamadı beyanı ile Ulaştırma Bakanlığı ve Ticaret Bakanlığı ilkelerine uymayan bir hizmet.","",""
"Türk Telekom Evde İnternet Video Açmıyor Donuyor Ve Yavaş","25 Temmuz 17:37","416","Türk Telekom evde internet videoları açılmıyor. Yavaş ve sürekli donuyor. Müşteri hizmetlerini arıyorum, bir şeyler yapıyorlar ama kaç kez aradım, değişen hiçbir şey yok. Ne kablolarda ne de modemde bir sorun var. Telefondan hız testi yapıyorum, hız düşük çıkıyor ama müşteri temsilcisi normal değerl","...","#Hız Testi"
"Türk Telekom Ev İnterneti Taşıma","25 Temmuz 17:24","375","Türk Telekom'u birçoğumuz diğer firmalardan daha uygun diye seçiyoruz ama bir sıkıntı yaşandığında asla yardımcı olma yönünde bir çözümle gelmiyorlar. Hep çözümü zor koşula bağlayıp müşteri memnun mu mağdur mu diye bakmayıp sadece parayı almaya bakıyorlar. Taşındığım evde altyapı yokmuş. Benden iste","...","#Hat Taşıma"
"Türk Telekom Adres Taşıma İşlemi","25 Temmuz 17:24","146","Türk Telekom internet taşıma işlemini başlattı. 23/07/2024 tarihinde yarın geleceğiz diye mesaj attılar, gelmediler. Ertesi gün yine bekledik, yine gelmediler. Her gün bizi oyalıyorlar. İş yerinde izin alıyoruz, gelmiyorlar. Arıza merkez Türk Telekom müşteri hizmetlerini aradığımızda her gün aynı şe","...","#İnternet"
"Türk Telekom Çelişkisi Ve İlgisizliği Yüzünden İnternetsiz Kaldık","25 Temmuz 17:14","208","3 yıldır kullandığım internetimi bu yaz ""altyapınız yoktur"" sebebiyle kullanamıyorum. Türk Telekom il müdürlüğü ile görüştüğüm halde çelişkili ifadeler kullanarak yardımcı olmadılar, ekip göndermeye bile tenezzül etmediler. Çalışanlardan biri altyapı görünüyor derken diğeri yardımcı olamıyoruz dedi.","...","#İnternet"
"Türk Telekom Mobil Tarife Değişikliği","25 Temmuz 17:14","1.124","Türk Telekom Tarife değişikliği, ben EGM tarifesindeyken tarafıma bilgi verilmeden, başka bir tarifeye geçirilerek mağdur edildim, ve yakınlarım da mağdur oldular. Mağduriyetimin giderilmesini talep ediyorum, tarafıma dönüş yapılmasını istiyorum, en kısa zamanda.","","#Kamu Tarifeleri"
"Türk Telekom 2 Gündür Çözülmeyen Arıza","25 Temmuz 17:13","266","TTNET 2 gündür bir arızayı çözemedi. 2 gündür hiçbir şekilde hizmet alamıyoruz. Aradığımda sadece sesli yanıt sistemi gerçek bir temsilciyle bile görü","...","#İnternet"
"Tivibu Sinyal Almıyor, Çalışmıyor","25 Temmuz 17:13","573","Tivibu çalışmıyor. Türk Telekom hat alırken yanında Tivibu'yu mecburen alacaksınız ve taahhüt imzalayacaksınız diyerek satışını yaptılar. Tivibu'yu kurmaya çalıştık ancak kurulum yapılmadı. Müşteri iletişim merkezini aradık, ekip yönlendirdiler. Gelen ekip, anten sinyalinin zayıf olduğunu ve anten s","...","#Fatura ödeme"
"Türk Telekom Neden Adaletsizlik Yapıyor?","25 Temmuz 17:11","646","Güvenilir kurumsal bir firma olarak düşündüğümüz Türk Telekom’a 6-7 ay kadar önce evde-işte internet talebinde bulunduk. Altyapı olmadığı için internet veremediklerini, altyapı gelene kadar ""Magnet İnternet"" adında hatlı bir interneti kullanabileceğimizi söylediler. İnternetsiz kalmamak adına aldık,","...","#İnternet"
"Türk Telekom Dijital Kurye Paketi Teslim Etmiyor","25 Temmuz 17:11","586","Numara taşıma için Türk Telekom'a başvurdum. Hat değişikliği için dijital kuryeye teslim edildi. Ancak Dijital Kurye sürekli olarak teslimat tarihini erteliyor. Kurye çalışanı akşam arıyor ve hastanede olduğunu bugün teslim edeceğini söylüyor. Yalnız şu anda ne arayan var ne de bir teslimat. Üstelik","...","#Numara Taşıma"
"TTNET Emekli Yılına Özel Emeklilere %10 İndirim","25 Temmuz 17:00","271","Türk Telekom Emekliler için duyurduğu indirim sözünü tutmuyor Emekliler.gov.tr sitesinde fırsatlar bölümünde Türk Telekom abonesi emekliler için %10 mevcut fiyatlama üzerinden indirim yapılacağı belirtilmektedir. Türk Telekom bayisine gittim ve Türk Telekom çağrı merkezini aradım, emekli olduğumu v","...",""
"Türk Telekom Taahhüt Aramaları Bıktım...","25 Temmuz 16:50","212","+908509010716 numaradan her gün çağrı alıyorum. Türk Telekom'dan arıyorlar. Ben bıktım reddetmekten, onlar bıkmadı aramaktan. Evimde Türk Telekom internetim yok, taahhüdünüz bitti diye arıyorlar. Bir de saygısızlar, açıyorum aramayın beni 100 defa söyledim diyorum, lakayıt şekilde 101.'inciyi arayac","...","#İnternet"
"Türk Telekom İnternet Hız Problemi Ve Çözüm Eksikliği","25 Temmuz 16:50","71","Bana taahhüt ettiği 75 Mbps internet hızı, fakat 2 aydır hızım sadece 5 Mbps! Sorunun çözümü haftalardır erteleniyor. En son bu hafta çözülecek denildi. Şimdi ise aradığımda 19 Ağustos'a kadar çözülecek deniliyor. Her ay bana taahhüt edilen internet hızının 15'te 1'ini aldığım bu firma ne bir özür d","...","#İnternet"
"Türk Telekom Telefon Formaları İle Anlaşıp Üye Yaptırıp Zorunlu Fatura Göndermek","25 Temmuz 16:49","270","Türk Telekom mobil hattın kampanyası dahilinde üyelik yaptılar, ayrı bir fatura gelmeyecek denildi ve bu ay 393.04 TL fatura geldi. Yetmiyormuş gibi verdiğiniz cihaz da bozuk ve bir defa bile kullanamadım. Sinyal verileri incelensin, faydalanmadığım olmayan bir hizmetin parasını alamazsınız!","","#Bana Özel Paketler"
"Türk Telekom Mağduriyetimin Giderilmesi İstiyorum","25 Temmuz 16:48","274","Türk Telekom evde internet başvurusu yaptım. 100 megabit evde internet için 21 Temmuz'da talebim oluşturuldu. 22 Temmuz'da kurye geldi, bilgilerimi aldı ve sözleşmemi yaptı. Bu arada ben Türk Telekom'dan internet aldım diye TurkNet aboneliğimi iptal ettim. Dört gündür evime internet bağlanılsın diye","...","#İnternet"
"TTNET Paket Değişikliği Yapmayın","25 Temmuz 16:47","187","TTNET internet paketimizin değişmesini talep ettik. Geldiler ve size yeni üyelik yapalım daha hızlı olur diğerinde hemen kapatırız dediler. Maalesef benden evrak almalarına rağmen kapatmadılar 2 ay sonra arayınca kapattılar. 2 aylık faturayı boş yere ödemek zorunda kalıyoruz. Şikayet kaydı açmam rağ","...","#İnternet"
"Türk Telekom Altyapı Hasarından Dolayı İnternet Kesintisi","25 Temmuz 16:37","517","Türk Telekom altyapısı ile evde fiber internet kullanıcısıyım. Sokağımızda yürütülen iş çalışmalarındaki kazı nedeniyle internette hasar meydana geldi. Kabloları yenilediler fakat internet kablosu eve bağlanmadı henüz. 4 gündür internet bağlantımız yok. Teknik ekipler tarafından internet kablosunun","...","#İnternet"
"Gerçek Olmayan Türk Telekom Deneme 3 Ay Premium Youtube.com Üyeliği","25 Temmuz 16:37","541","Merhaba ben İbrahim T*****; 24.07.2024 tarihinde Türk Telekom Prime oldum. Bana 3 ay YouTube Premium tanımlandı. Bana denilen, YouTube yazıp 5555'e göndermemdi. Gönderdim, bana YouTube giriş için link geldi. Linke tıkladığımda YouTube üye olma ana ekranına atıyor ve ekranda 1 ay deneme süresi yazıyo","...","#Prime"
"Türk Telekom Yanlış Bilgilendirme Ve Maddi Zarar","25 Temmuz 16:35","606","18 Temmuz'da +902169900244 numaralı telefondan TÜRKSAT'tan arandım ve TÜRKSAT numaramı, paketimi gibi detayları verince emin oldum. Taahhüdümün bittiğini, yeni paketin 600 küsur lira olduğunu, devam etmek ister miyim yoksa Türk Telekom'da yine sınırsız paketin 500 küsur lira olduğunu söylediler. İki","...","#İnternet"
"TTNET Ve Gelmeyen Modem","25 Temmuz 16:24","246","10.07.24 tarihinde TTNET kampanyamı değiştirdim aynı zamanda modemim bozulduğu için modem talep ettim. İşlemleri onayladım bu kısma kadar her şey normal ancak, 15 gün önce sipariş ettiğimiz modem hala elimize ulaşmadı. Konu ile ilgili iki kere şikayetimi bildirdim. 23.07.24 tarihinde aranarak en kıs","...","#Modem"
"Türk Telekom Hattımı Aktive Edemiyorum","25 Temmuz 16:23","227","Türk Telekom'a hattımı taşımak için başvurdum. Sim kart elime ulaştı fakat Telekom'un daha sonra herhangi bir yönlendirmesi olmadı. Telefon ile arayıp başvuru numaramı öğrendim. Aktivasyon yapmak için uygulama indirdim. Aktivasyonun son aşamasında sözleşmeler açılmıyor, dolayısıyla onaylayamıyorum.","...","#Hat Taşıma"
"Türk Telekom Ev İnterneti Pişmanlıktır!","25 Temmuz 16:23","489","Türk Telekom ev interneti kullanmak pişmanlıktır. Yaklaşık 2 aydır Türk Telekom ev internetin de kopma, yavaşlama, hız problemi yaşıyorum. 6-7 defa müşteri hizmetlerini arayıp sorunu bildirdim. Sözde müdahale edildiğini sorunun çözüldüğünü belirten aramalar yapıyor. Ekip gelince bir sıkıntı yok diyo","...","#İnternet"
"6 Aydır Bağlanmayan İnternet: Türk Telekom'un Müşteri Hizmetleri Sorunu","25 Temmuz 16:22","120","Türk Telekom, 6 ay önce abonelik başvurusu yaptığım halde hala evime internet bağlantısını yapmadı. Bu şirketin kar etmemesi gayet normal. Abone olacak kişilere ulaşamıyorlar. Misal, benim dairede dört kişiye 6 aydır internet yok. Sayenizde gidip çanaklı internet aboneleri olduk 4 daire olarak. Siz","...","#İnternet"
"Türk Telekom Bize Özel Taahhütten Farklı Fatura Yansıtıyor","25 Temmuz 16:21","253","Türk Telekom bize özelden taahhüdümün bitmesine 1 ay kaldığı için 229TLLİK yeni taahhüt teklifini onayladım. Taahhüdün yapıldığının mesajı geldi ama güncel fatura tutarı 521 TL olarak gözüküyor ve düzeltmiyor. Üstelik hiç kullanım yapmamıştım. Ne zaman düzelecek fatura tutarı","","#Faturalı Paketler"
"TTNET Arıza Çözüm","25 Temmuz 16:21","123","TTNET 8855845863 abonesiyim. Bize gelen hat koptu. 22.06.2024 tarihinde arıza kaydı açtım. 27.07.2024 saat 16:00'ya kadar halledeceklerini bildirdiler. Bugün itibariyle halen giden gelen yok. Eğer 1 aydan fazla sürecek bir arıza ise neden kimse gelip gitmedi? Eğer birkaç güne halledilecek bir şey is","...",""
