"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text"
"Eti Karamelli Sticks Bozuk Çıktı","19 Şubat 2023 23:53","252","Marketten aldığımız Eti Karamelli sticks'lerde bozukluk teşhis ettik. Tadı kötü olup rengi de bozuktur. Yardımcı olunmasını istiyorum. Çocuklar yarısını yedi. Geriye kalan yarısını çöpe attık. İlk defa böyle bir ürün gördük. Bozukluğu göz önünde aynı markette aynı zamanda aldığımız aynı ürünlerde bo","..."
"Eti Gıda Kremalı Bisküvi İçinden Plastik Sivri Parça Çıktı","19 Şubat 2023 20:59","370","Bisküvi plastik çıktı dişim üstünü kırdı bir parça şeklinde Eti Burçak sütlü kakaolu bisküvi almıştık, çay ile yiyorduk misafir vardı, dişlerim çıt dedi. İçinde plastik parçası çıktı. Mağduriyetim gideriniz. Koskoca Eti hiç yakışmadı. Şikayet edeceğim. Koskoca Eti şirketi böyle bir şey ilk defa kar","..."
"Eti Gıda Ürün İç Adetinin Eksik Olması","19 Şubat 2023 17:04","328","Zonguldak merkezden bakkaldan Eti Crax çubuk aldım. İçinden 3 4 adet çubuk var. Ürünü hiç açmadık. Yıllardır etinin ürünlerini severek yiyoruz. Ürünün içi eksik, neden kaynaklı olur acaba? Eti ye yakıştıramadım. Bilgilerinize gereğini yapılmasını arz ederim.",""
"Eti Gıda SKT Geçmiş  Popkek","19 Şubat 2023 14:32","635","16 Ocak 2023 günü 5 yaşındaki oğlum Aydın Efeler Avantaj marketten alınan SKT geçmiş ürün Eti Popkek Bitter çikolatalı kek yüzünden hastanelik oldu alerjik reaksiyon gelişti bünyesinde nefes alamadı adli olarak şikayetçi oldum konuyu takip edeceğim. İnsan sağlıyla oynamak bu kadar kolay olmamalı.",""
"Eti Burçak Bisküviden Kıymık Çıktı","18 Şubat 2023 23:31","164","Bisküviyi yerken birden çiğneyemediğimi fark ettim ve ardından dilime kıymık girdi. Dikkatli bir şekilde baktığımda 2 tane kıymık olduğunu gördüm. Kesinlikle bu markadan böyle bir şey beklemezdim. Tamamen hayal kırıklığı. Çok üzgünüm. Tekrardan nasıl yiyebileceğim bilemiyorum.",""
"Eti Gıda Ürün İçinde Sosu Yoktu","18 Şubat 2023 21:24","459","Eti browni Classic çikolatalı fındıklı kek aldım bugün Carrefour SA' dan. Paketi açtım fakat içinden sosu çıkmadı... Paketin her yerine defalarca bakmama rağmen yoktu. Özelliği soslu olması gerekli değil mi nasıl unutulabilir koymak anlayamadım. Boş kek alsam daha iyiydi.",""
"Eti Crax Çubuk Krakerden İp Çıktı!","18 Şubat 2023 17:31","917","Eti Crax markalı çubuk krakerden içinden ip çıktı insanların sağlığı ile bu kadar oynanmaz. Sonuçta çocuklar fark etmeden yiyebilir yakışmıyor Eti. Çocukların yiyeceklerinde biraz özen gösterin. Bundan sonra da Eti de çubuk da yemem.",""
"Eti Magma Kek Şikayeti","18 Şubat 2023 16:30","142","Eti magma kekin içinden ne olduğunu anlayamadığım bir şey çıktı, zaten her aldığım kek bazen soslu denk geliyor bazen sossuz çıkıyor ama farklı bir şey çıkması hiç hoş olmadı, kekin dış kabının parçası sandım ama değil gibi inşallah çözüme kavuşturursunuz.",""
"Eti Karam Çikolatada Örümcek Ağı","18 Şubat 2023 13:41","547","Eti Karam fıstıklı çikolata tarihi geçmediği halde bozulduğu yetmediği gibi içinden örümcek ağları çıktı. Eti kalitesini böyle görmek gerçekten çok üzücü. Mağduriyetimin giderilmesini markanın hatasını düzeltmesini istiyorum.",""
"Eti Gıda Ürünün İçinden Kıl Çıktı","18 Şubat 2023 02:08","272","Eti Cici Bebe paketinin içinden kıl çıktı üstelik bisküvisinin içinden hala inanamıyorum. Derhal ilgili yetkililere ulaşılsın istiyorum. Videosunu da göndereceğim. Üstelik bebe bisküvisi bu nasıl olabilir, titizlikle hazırlanmıyor mu, ürünleriniz senelerdir tüketiyoruz, cevabinizi merakla bekliyorum","..."
"Eti Nero'dan Kıl Çıktı","17 Şubat 2023 23:12","140","Eti nero bisküvisinden kıl çıktı.  tam içinde bisküvisinde duruyor kıl Eti gibi bir markadan böyle bir şey beklemezdim gerçekten buraya şikayetimi oluşturuyorum ilgili birimlerin bunu görüp geri dönmelerini rica ediyorum. Eti gibi bir markanın bisküvisinden kıl çıkıyorsa hangi markaya güvenilir bilm","..."
"Eti Hoşbeş'in Hatalı Çıkması","17 Şubat 2023 22:23","113","Eti hoşbeş yemek için açtığım an içindeki mamüller hatalı eksik çıktı. Ben her zaman yediğim bu mamulün böyle çıkması çok üzdü benim severek yediğim nadir bir ürünüdür Eti böyle bir ürün çıkması beni derinden etkiledi. Gereğinin yapılmasını istiyorum.",""
"Eti Gıda Çikolata Gr Eksikliği Ve Şekil Bozukluğu","17 Şubat 2023 19:37","298","Paketi açtığımda maalesef Ürün gramajı eksik ve şekli bozuk çıktı... Ailecek sürekli aldığımız bir ürün ilk defa böyle bir şey yaşadık. Paketin dışında hiçbir sorun yoktu kullanma tarihide öyle sorun yok ancak içeriği maalesef gramaj düşüktü zaten paketi elinize aldığınızda ağırlığından sorunu anlıy","..."
"Eti Gıda  Boyalı Bisküvi Sıkıntısı","17 Şubat 2023 17:46","282","Eti petit beurre mini aldığım paketten 2 bisküvinin üzeri boyalı çıktı. Yıllardır Eti'yi güvenerek kullanıyorduk çocuğuma güvenle yediriyordum, ancak bu şekilde bir durumla karşılaşmak beni üzdü. Eti'den böyle bir şey beklemezdik eşimde bende konuyla ilgili şaşkınız.",""
"Eti Gıda Plastik Madde Çıkması!","17 Şubat 2023 14:42","246","Eti markasından almış olduğum pötibör bisküvinin içinden plastik parçası çıktı. Eti gibi markadan böyle bir şey çıkması. Elimde resim olmasına rağmen yetkililer herhangi bir müdahalede bulunmadılar. İnsan sağlığı bu kadar değersiz mi?",""
"Eti Burçak Bitter Çikolata Bisküviden Çıkan Kıl","16 Şubat 2023 17:40","548","Eti Burçak bitter çikolatalı bisküviden kıl çıktı, son anda fark ettim içinde bir şey olduğunu en başta benim zannettim ama çektiğimde ürünün içinde olduğu yani sorunun bizden kaynaklı olmadığını anladım, normalde severek tükettiğim bir markayı bir daha tercih edeceğimi düşünmüyorum.",""
"Eti'nin Kasap Ehliyetli Şoförü","16 Şubat 2023 16:41","1.410","16.02.2023 tarihinde saat 15:30 - 16:00 arasında Konya başkent hastahanesi önünde 42***57 plakalı aracınız göz göre göre 110 km hızla gidilen yolda bir anda ara yoldan giriş yapıyor. Kaza yaptırmayı seven kasaptan ehliyet alan insanları bünyenizde barındırmanız gerçekten ironik",""
"Eti Canga'da Eksik Gramaj Hatası","16 Şubat 2023 15:58","571","Aynı koli içerisinden 3 adet aldığım Canga'lardan bir tanesinin boyutunun daha küçük olduğunu fark ettim. Gramajlarına baktığımda 5 gr ürünün eksik olarak paketlenmiş olduğunu anladım. Paketin üzerinde net 45 gr e yazılmış. Çok uygun fiyatlı bir ürün olmamasının yanı sıra bu şekilde eksik gramajla","..."
"Eti Gıda Burçak Kakao Kremalı Bisküvi","16 Şubat 2023 15:57","413","Eti Burçak Kakao kremalı bisküvi yedikten belli bir süre sonra midemde ağrı ve acı hissettim. Daha önce bununla ilgili benzer bir şikayet de yapılmış sanırım. Hala sorunun giderilememesi ve çözüme ulaşamaması gerçekten çok kötü. İnsanların sağlığı ile oynamayın lütfen.",""
"Eti Gıda Çikolata Tarih Geçmiş","16 Şubat 2023 13:13","538","Göktürk Migros'tan aldığım Eti Karam gurme son kullanma 18/12/2022 tarihlidir Instagram'dan Eti'ye ve Migros'a yazdığım halde kimsenin doğru düzgün geri dönüş sağlamadı neredeyse 3 ay geçmiş bulunuyor Migros sadece aramakla yetindi Eti ise geri dönüş bile yapmadı.",""
"Eti Gıda Muzlu Pop Kekten Kıl Çıktı","15 Şubat 2023 16:52","327","Çok severek sık sık tükettiğimiz muzlu Eti pop kek aldığımda bir iki ısırıktan sonra içinden kıl çıktı bu nasıl şeydir. Midem bulandı! Eti markasından ilk defa böyle bir durum ile karşılaşıyorum. Bu kekleri küçük çocuklar yiyor bilmeden belki öylece yiyorlar bu durumu nasıl açıklıcaksınız çok merak","..."
"Eti Gıda  Helal Sertifikası Almıyor","15 Şubat 2023 13:34","6.750","Yıllardır helal olduğunu düşünüp tükettiğimiz Eti ürünlerinde helal sertifikası yok. Çoğunluğu müslüman olan bir ülkede birçok helal sertifika veren kurum olmasına rağmen hala neden helal sertifikası alınmıyor? Tüketici olarak helal sertifikası almanızı talep ediyorum.",""
"Eti Benimo Çift Ambalajlı Ve İçerisinden Koli Bandı Da Çıktı","15 Şubat 2023 12:32","854","Çift ambalajlı içerisinde koli bantları çoktan bir benimo daha önce de Hoşbeş gofretler ilgili bir problem yaşadım geri dönüş sağlanmadı. Eti gibi bir şirket müşterilerine neden bir dönüş sağlamıyor her iki ürünü de yemedik. Geri dönüş bekliyoruz.",""
"Eti Gıda Bisküviden Kıl Çıktı!","15 Şubat 2023 12:31","2.509","Bisküviden kıl çıktı kaç gündür yemek yiyemiyorum paranoyak oldum artık bu markaya bile güvenemeyeceksek kime güveneceğiz bilmiyorum müşteri hizmetleri başından savdı hiçbir sorumluluk yok. Artık kesinlikle yemem!",""
"Eti Gıda Şekerlenmiş Browni İntense","14 Şubat 2023 23:00","827","Ürün ""Eti browni intense"" ürünün dibine bekleyen bal kavanozunda olduğu gibi şeker birikmiş. Üst kek kısmı değil at katmanı komple çıtır çıtır çay şekeri sermiş gibi ilk defa başıma böyle bir şey geliyor şaştım. Son kullanma tarihi de geçmemiş. 2 ay var bitmesine ama çok kötü olmuş. Gerçekten dibind","..."
"Eti Gıda Paykek Şekl-i Şahanenin İçinden Kıl Çıktı!","14 Şubat 2023 19:12","490","",""
"Eti Gıda Hoş Olmayan Hoşbeş","14 Şubat 2023 16:35","453","Çağdaş marketten severek almış olduğum Eti hoşbeş ambalajı açınca hayal kırıklığına uğradık. İçinde ki gofretlerin anlamsız ve eksik şekilleri vardı, Fare mi yedi nedir anlam veremedik. Hemen çöpe attık. Eti gibi bir firmaya hiç yakışmadı. Eti'ye de güvenemeyeceksek kime güveneceğiz?",""
"Eti Puf'tan Kurt Çıktı","14 Şubat 2023 15:36","641","Marketten Eti puf aldım eve geldiğim de ise içinde kurta benzer bir şey vardı açmadım ki şikayet edebileyim diye ve benim oğlum bana getirmeden yeseydi o Eti pufu bu kadar dikkatsizlik olamaz kocamana gözüküyor ve o oraya nasıl girdi bir daha asla Eti'nin ürünlerini kullanmayacağım.",""
"","14 Şubat 2023 09:46","515","",""
"Eti Gıda Kekin İçinde Beyaz Taneler","13 Şubat 2023 23:48","1.635","Browni Gold içinde küçük beyaz taneler var, görüntüsü bayatsı. Bir ay kalmış, tarihinin bitmesine fark etmedik. Alırken geçmemiş, ama görüntüsü geçmiş gibi, kurtlu gibi. Bunlar gıda, bu şekilde olmamalı, çoluk çocuk yiyor. Sen yersin ben yerim gün gelir sizin çocuğunuz da yer lütfen.",""
"Eti Gıda Çikolatadan Kurt Çıkması","13 Şubat 2023 21:49","954","Marketten almış olduğum Eti Antep fıstıklı çikolatanın iç jelatinini açtığımda içinde hareket eden kurt vardı. Üzücü bir olay maalesef. Instagram üzerinden etinin resmi sayfasına görüntülerle birlikte mesaj attım bana sorun yaşadığım ürünü çöpe atmamam gerektiğini atarsam işlem yapılamayacağını söyl","..."
"Eti Gıda Şifre Giriş Butonu Yok","13 Şubat 2023 16:16","1.443","Eti'lendik şifre giriş butonu çıkmıyor maalesef! Neye göre kazanıyor bu insanlar anlamadım sadece kazananların listesi görünüyor umarım düzeltilir düzelirse bizde şansımızı deneriz ya da çekiliş serüvenini zirvede bırakırız yapacak bir şey yok maalesef!",""
"Eti Gıda Ürün Tedariği","13 Şubat 2023 12:58","312","Eti ile alakalı defalarca yazdım. Ama ne dönüş yapan oldu. Ne de bir çözüm sundular. İradeye düşen ürünlerim var alın dedim. Alınmadı. Hatta bana ürünü getiren temsilci şikayet ettiğim için azarlar şekilde konuştu. Ya arkadaş o ürünleri çöpe atim. Ama bana ürün sürekliliğini sağlayın dedim. Defalar","..."
"Eti Gıda Hoşbeş Gofret Kurtluydu","11 Şubat 2023 15:08","669","",""
"Eti Gıda Eko 4'lü Pakette Kurtlu Ürün","10 Şubat 2023 23:54","975","Eti Cici Bebe ekonomik 4 lu pakette kurt çıktı. Böyle bir donemde bu şikayeti yapmazdım. Ama bebeğime mama yapmak için açtığım pakette, 1 adet biberona attım. 2ciyi elime almamla üstündeki kurtu görmem bir oldu. Kendi yediğim gida değil. Bebeğime markaya güvenerek yedirdiğim bir şey. Ama büyük bir h","..."
"Eti Gıda Kare Çikolata Bozuk Çıktı","10 Şubat 2023 18:58","267","Senelerdir güvenerek aldığım Eti markaya ait kare sütlü çikolatayı bugün aldığımda hayal kırıklığına uğradım. Üstü beyazlaşmıştı ve hemen son kullanma tarihini kontrol ettim geçmemiş olmasına rağmen tadı ve görüntüsü çok kötüydü. Gerçekten yiyemeden çöpe atma zorunda kaldık.",""
"Eti Gıda 'dan Aldığım Ürün, Birbirine Yapışık Ve Çirkin Görüntüde Çıktı","10 Şubat 2023 15:23","563","İçinden tuhaf bir şekilde çıktı Eti balık kraker aldık birbirine yapışık halde çıktı. Şok olduk. Aldığım ürünü direkt çöpe attık. Böyle bir şey beklemiyorduk bir daha Eti marka bir şey almayacağız ve herkes görsün diye sosyal medyadan paylaşacağım. Sözde kaliteli bir marka.",""
"Eti Gıda İçi Boş Ambalaj","10 Şubat 2023 12:20","474","Eti süt burger Twist aldım ve aldığım üründe Ambalajın içi boş çıktı ürünün hafifliğinden anlaşılıyor ben toplu ürün aldığım için eve gelince yemek iç","..."
"Eti Popkek İçinden İp Çıktı","10 Şubat 2023 10:39","562","Eti Popkek içinden çuval ipliği çıktı oğlum yesin diye verdim içinden böyle bir şey çıkması sok etti bizi çocuğumuz da yiyebilirdi. Bunun hesabını kim verecekti yazık değil mi böyle ürün mü olur nasıl koşullarda yapıyorsunuz bunları anlamış değiliz. Çuval ipliğinin ürünün içinde işi ne?",""
"Eti Burçak Sultani Üzümlü Kepekli Bisküviden Çıkan Plastik Parça!","08 Şubat 2023 20:41","411","Eti Burçak Sultanı Üzümlü Kepekli Bisküvi'nin içerisinden 1 cm büyüklüğünde siyah plastik parçası çıktı. Bir gıda ürününde bunu yaşamamız inanılır gibi değil konu hakkında ilgili firmanın savunması ne olabilir acaba? İstemeleri halinde parçayı kendilerine gönderebilirim.",""
"Eti Kare Çikolata Sorunu","08 Şubat 2023 20:21","352","Zonguldak Çaycuma emeksiz marketten 3 adet Eti kare çikolata aldım 3 de kurtlanmış çıktı şikayeti size mi Sağlık Bakanlığına mı yapalım Eti gibi bir firma kontrollerini neden sağlamaz ki bu ürünleri çocuklar yiyor ya fark edilmeseydi elimde çekili resimleri mevcut.",""
"Eti Çikolatada Saç Çıktı","08 Şubat 2023 19:33","268","Eti çikolata aldım. Çocuklar yerken oğlumunkinde kalın telli saç çıktı. Böyle bir şey olabilir mi ya. İnsanları resmen markanız adı altında yanıltıyorsunuz. Geri dönüşüm yapmazsan başka yerlere bu görüntülerle şikayet edeceğim böyle bir sorumsuzluk olamaz.",""
"Eti Çikolata Bozuk Ayrıca Üzerinde Değişiklik Var!","08 Şubat 2023 15:36","450","Eti Karam Gurme 08/02/2023 06:48'de marketten aldığım çikolata bozuk olarak çıkmıştır, tadı çok değişik sürekli olarak aldığım bir ürün bayağı şaşırdım.",""
"Eti Burçak 3lü Yırtılmış Paket","08 Şubat 2023 15:20","432","Eti Burçak üçlü paketin biri paketten yırtıl çıktı.erimiş gibiydi. Sanırım Happy Center şubesinden aldım 6-7 gün önce ancak yemek için açtığımda paketin yırtılmış olduğunu fark ettim. Benim için pek sorun değil ama bayatlamış olabilir...",""
"Eti Gıda Etimek Kötü Kokuyor","08 Şubat 2023 01:21","465","Eti marka etimek klasik aldım. Hayatımda bu kadar bayat bir ürün görmedim. O kadar kötü koyuyordu tatlı yapacaktım dedim ki, bana öyle geliyor galiba şerbeti döktüm muhallebisini döktüm, mağdur oldum. Misafirlerime kokudan mahvolduk, nasıl insan sağlığı ile oynuyorsunuz.",""
"Eti Gıda Kekten Plastik Parça Çıkması","07 Şubat 2023 22:37","464","Yarım saat önce Eti bitter çikolatalı pop kek aldım Ürünün tarihine daha 5 ay olmasına rağmen ürünün içinde parça parça sert plastik gibi maddeler var. Poşete benzer parçalar çiğnenmiyor. Eti gibi büyük bir firmadan beklenmedik bir durum ilk defa böyle bir şeyler karşılaştım.",""
"Eti Çikolata Da Plastik Çıktı","07 Şubat 2023 18:52","313","Aldığım çikolata da plastik çıktı mesai arkadaşım da buna şahit maxımus çikolatasında bu konuyla ilgili dikkatli olmanızı ve buna önem vermenizi istiyorum geri dönüş yaparsanız sevinirim bence bu konuyu dikkatte almanız çok fazlasıyla önemli yoksa başka yerlere şikayet ederim.",""
"Eti Gıda Karam Sert Plastik Madde!","07 Şubat 2023 18:06","566","07.02.2023 tarihli ofiste kahve yanı her zaman yediğimiz ürün Eti Karam ürününden çıkan sert plastik? Dişimin dolguya bağlı kısmına zarar verdi ve ağrıya sebep oldu. Ne olduğu belirsiz ve vücudumuza aldığımız ürün nedir ayrıca bir çocuğa denk gelme ihtimalini düşündükçe sinirlerimi bozuyor. Gereğini","..."
"Eti Fıstıksız Nuga Bar!","07 Şubat 2023 13:27","739","İddiaya göre: Eti maximus "" Sütlü, çikolatalı, buğday patlaklı! Yer fıstıklı! Karamelli! Nuga bar!..."" gerçek ise maalesef yukarıda yazılanlardan yer fıstığı hunharca alınmış çikolata. Maliyetten kısacaksınız diye, bu kadarı da fazla artık! Yakında çikolata yerine ne ambalajlar satarsınız Allah bili","..."
