"complaint-layer","complaint-layer href","username","js-tooltip","js-view-count","complaint-description","ellipsis-text","sv-model-button","sv-model-button href","large-view src"
"Superonline Twitch'de Çok Yavaş","https://www.sikayetvar.com/superonline/superonline-twitchde-cok-yavas","Sezer","17 Nisan 23:24","758","Superonline sahibiyim 500 Mbps internet aboneliğim var. Her gün Twitch adlı canlı yayın sitesinde inanılmaz bir kalite düşüşü yaşıyorum. Şöyle ki yayınlar 160p ye düşüyor herhangi farklı bir çözünürlükte donuyor. Bu kadar parayı internet hizmeti alamamak için ödüyorum sanırım. Kesinlikle vaat edilen","...","","",""
"Turkcell Superonline Bağlantı Sorunu Ve Terbiyesizliği","https://www.sikayetvar.com/superonline/turkcell-superonline-baglanti-sorunu-ve-terbiyesizligi","Ufuk","17 Nisan 23:02","193","Turkcell Superonline kullanıyorum daha doğrusu kullanamıyorum. Basit bir siteye girerken bile 2 dakika zaman alıyor download 5mbps upload 4mbps müşteri hizmetlerine bağlanıyorum yapılandırma yaptığını söylüyor Herhangi bir düzelme olmuyor sistemde normal olduğunu söylüyor ve isterseniz 300 TL karşıl","...","","",""
"Superonline Bağlantıyı Gerçekleştirmedi!","https://www.sikayetvar.com/superonline/superonline-baglantiyi-gerceklestirmedi","Hidayet","17 Nisan 22:41","165","Turkcell Superonline'a 1 hafta önce evden eve internet taşıma talebinde bulunmamıza rağmen gelip bağlantıyı gerçekleştirmediler. Aradığımızda kimse ilgilenmiyor, geleceklerini söyleyerek oyalıyorlar. Boş yere fatura ödüyoruz. Bu şekilde devam ederse sözleşmeyi feshedip başka bir firmayla anlaşma yap","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme",""
"Turkcell Teknik Servis Aramıyor!","https://www.sikayetvar.com/superonline/turkcell-teknik-servis-aramiyor","Mustafa","17 Nisan 22:19","212","İnternetimde sorun oluştu. Turkcell Superonline teknik destek ekibinin arayacağını söylediler. Sabah başlayan problemle ilgili üç saat sonra iş yerimde aradılar. 19:30'da evde olacağımı söyleyerek kayıt oluşturdum. Ancak kimse aramadı. İki saat geçti. Tekrar aradığımda, arayacaklarını söylediler. Be","...","#Arıza","https://www.sikayetvar.com/superonline/ariza",""
"Turkcell Aktivasyon Gecikmesiyle İlgili Müşteri Mağduriyeti","https://www.sikayetvar.com/superonline/turkcell-aktivasyon-gecikmesiyle-ilgili-musteri-magduriyeti","Birol","17 Nisan 21:43","253","Bursa Osmangazi Korupark AVM'deki Turkcell bayisinden 14/04/2024 tarihinde saat 16:00'da Superonline abonelik başvurusu yaptım. Bana, sözleşme sonrası 48 saat içinde hizmetten faydalanacağım söylendi. Ancak bugün 17 Nisan ve müşteri hizmetlerini dört kez aramama rağmen her seferinde 'ilgileniyoruz e","...","#Abonelik","https://www.sikayetvar.com/superonline/abonelik",""
"Superonline'ın Müşteri Ayrımcılığı","https://www.sikayetvar.com/superonline/superonlinein-musteri-ayrimciligi","Cemil","17 Nisan 21:14","334","Turkcell Superonline markasından 16.04.2024 tarihinde başvuru yaparak yaklaşık 500 TL karşılığında 100 Mbit fiber internet ve TV Plus paketi için abonelik açtırdım. 17.04.2024 tarihinde aboneliğim aktif hale geldi. Markayı beğendiğim için bir tanıdığıma tavsiye ettim ve o da aynı paketi tercih edere","...","","",""
"Turkcell Superonline İnternet Problemi","https://www.sikayetvar.com/superonline/turkcell-superonline-internet-problemi-73","Mehmet","17 Nisan 21:13","302","2 yıldır Turkcell Superonline müşterisiyim. Mustafa Kemal Mah./Sincan/Ankara bölgesinde oturuyorum. 2 yıl boyunca hiçbir şekilde evdeki internetin kullanımından verim alamadım. 2 yıldır sürekli müşteri hizmetlerini arıyorum modemi resetle, modemi kapat aç yaptırıyorlar geçici olarak düzeliyor ama kı","...","","",""
"Superonline Fesih Bildirim Sistemine Sahip Değil","https://www.sikayetvar.com/superonline/superonline-fesih-bildirim-sistemine-sahip-degil","Metin","17 Nisan 20:51","152","Sözleşmeyi yenilememek için çağrı merkezini aradım. Sözleşmenin bitmesine iki ay var. 'Son gün arayın' diyorlar. Ne kadar mantıksız bir sistem. Neden son gün aramak zorundayım? Aradım işte, notunuzu alın ve sözleşmemi yenilemeyin; bunu iki ay öncesinden belirtiyorum size. Düzgün bir takip sisteminiz","...","","",""
"Superonline Lakayıt Şekilde Hat Çekilmesi","https://www.sikayetvar.com/superonline/superonline-lakayit-sekilde-hat-cekilmesi-video","Bayram","17 Nisan 20:51","41","","","","","https://files.sikayetvar.com/complaint/2849/28496601/superonline-lakayit-sekilde-hat-cekilmesi.mp4#t=4.1"
"Turkcell Superonline İnternet Kopması","https://www.sikayetvar.com/superonline/turkcell-superonline-internet-kopmasi-25","Yusuf","17 Nisan 20:28","109","Yaklaşık olarak 4 5 aydır Turkcell Superonline ev interneti kullanıyorum. Home office bir işte çalıştığım için tüm hayatım bu internet. Tam işimin ortasındayken her gün 5 6 defa internetim kopuyor ve 3 dakika sonra tekrardan bağlanıyor. Bunun sistemsel bir sorun olduğunu, kablomla vs ile ilgili olma","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme",""
"Superonline Yavaş İnternet Sorunu","https://www.sikayetvar.com/superonline/superonline-yavas-internet-sorunu-10","Demir","17 Nisan 20:27","205","Merhabalar, defalarca Superonline müşteri hizmetleriyle görüştüm. Kablo yenilendi, modem yenilendi. Hatta taşındım, yeni eve geçtim; fakat hala daha internetimde aşırı yavaşlamalar mevcut. 50 Mbps olması gereken internet hızım 6-8 Mbps arasında alıyorum. Ve daha bir hafta önce teknik servisten bir t","...","#Modem","https://www.sikayetvar.com/superonline/modem",""
"Turkcell Pos Makinesi Ödemesi Kabul Etmiyor","https://www.sikayetvar.com/superonline/turkcell-pos-makinesi-odemesi-kabul-etmiyor","Yiğit","17 Nisan 19:42","167","Vialand Turkcell şubesi, faturamı POS makinesiyle ödeme yapmama izin vermedi ve nakit istedi. Bu durum, KDV oranından kaçınıldığı izlenimi uyandırdı. Benim ev internetim sadece nakit ödemeleri kabul ediyormuş gibi bir durum söz konusu; ancak Turkcell ile yaptığım görüşmede böyle bir uygulamanın olma","...","","",""
"","","Serhat","17 Nisan 19:41","372","","","","",""
"Superonline İnternet Bağlantı Problemi","https://www.sikayetvar.com/superonline/superonline-internet-baglanti-problemi-650","Alper","17 Nisan 19:35","210","11541122 abone numaralı Superonline müşterisiyim. İki gündür evimde internet bağlantım yok. Çağrı merkezinizden oluşturduğum altı adet çağrı kaydına istinaden ne bir iletişime geçildi ne de bir çözüme ulaşıldı. Her oluşturduğum çağrıya mesaj olarak şu şekilde yanıt verildi: 'Merhaba, yaşamış olduğun","...","#Modem","https://www.sikayetvar.com/superonline/modem","https://files.sikayetvar.com/complaint/2850/28500679/superonline-internet-baglanti-problemi-1_350x350.jpg"
"Turkcell Superonline Şirket Hattı Üzerinden Rahatsız Ediliyorum","https://www.sikayetvar.com/superonline/turkcell-superonline-sirket-hatti-uzerinden-rahatsiz-ediliyorum","Sultan","17 Nisan 19:19","71","0530********77 numaralı hattan aranarak Turkcell Superonline olduğu belirtildi ve rahatsız edildim. Numarayı kontrol ettiğimde Turkcell Superonline şirket hattı olarak görünüyordu. Turkcell gibi bir markanın bu şekilde müşteri ilişkileri yönetmesi üzücü ve düzeltilmesi gereken bir durum.","","","","https://files.sikayetvar.com/complaint/2850/28500501/turkcell-superonline-sirket-hatti-uzerinden-rahatsiz-ediliyorum-1_350x350.jpg"
"Fiber Var Superonline Haberi Yok","https://www.sikayetvar.com/superonline/fiber-var-superonline-haberi-yok","Nasuh","17 Nisan 19:03","107","İkamet ettiğim sokakta Superonline ait fiber altyapı kutuları var ama koskoca Superonline şirketinin bundan haberi yok. Evime internet almak istiyorum bu adreste fiber yok diyorlar Aydın Söke bayiside masraflı olduğu için ilgilenmiyor. Müşteri hizmetlerini arıyorum onlarda anlamıyor.","","#Fiber İnternet","https://www.sikayetvar.com/superonline/fiber-internet","https://files.sikayetvar.com/complaint/2850/28500414/fiber-var-superonline-haberi-yok-2_350x350.jpg"
"Superonline Yanıltıcı Bilgi İle Bizleri Zorla Müşteri Kalmaya Zorluyor","https://www.sikayetvar.com/superonline/superonline-yaniltici-bilgi-ile-bizleri-zorla-musteri-kalmaya-zorluyor","Kemal","17 Nisan 18:08","1.017","Superonline'dan internet hizmeti uzatma teklifi aldım. 450 lira fiyat teklif ettiler ve kabul ettim. Ayrıca, pakete tablet hediye edildiğini ve ücretsiz TV hizmeti dahil olduğunu belirttiler. Tablet ihtiyacım olmadığını ve herhangi bir koşula bağlı ise istemediğimi ısrarla ifade etmeme rağmen, bu hi","...","#Cayma Bedeli","https://www.sikayetvar.com/superonline/cayma-bedeli",""
"31.03.2024 Tarihinden Beri Turkcell Superonline Arızası Çözülemeyişi","https://www.sikayetvar.com/superonline/31032024-tarihinden-beri-turkcell-superonline-arizasi-cozulemeyisi","Emre","17 Nisan 17:59","142","5562**34 numaralı Superonline İnternet müşterisiyim. 31.03 tarihinden beri internetim yok ve müşteri hizmetleri bir çözüm üretemiyor. Yönlendirildiğim bayi ile iletişime geçmiyor. İki defa şikayet oluşturduk ancak bayiden dönüş alamadık. Maalesef bir çözüm de sunulmadı. Superonline'dan memnun kalmad","...","","","https://files.sikayetvar.com/complaint/2849/28499576/31032024-tarihinden-beri-turkcell-superonline-arizasi-cozulemeyisi-1_350x350.jpg"
"Turkcell Superonline ""Geniş Banda Erişemezsiniz"" Hatası","https://www.sikayetvar.com/superonline/turkcell-superonline-genis-banda-erisemezsiniz-hatasi-1","Oktay","17 Nisan 17:41","124","15 Nisan 2024 Tarihinde, yani iki gün önce evime Turkcell Superonline Fiber internet bağlattım. Ertesi günü yani dün akşam, internet koptu. Wi-Fi üzerinden telefonumla bağlanıyorum, fakat sonrasında modemin açılış sayfasına yönlendiriyor, Geniş Banda erişemezsiniz şeklinde uyarı alıyorum. Gerçekten","...","#Fiber İnternet","https://www.sikayetvar.com/superonline/fiber-internet",""
"Turkcell Superonline Online Başvuru Hatası","https://www.sikayetvar.com/superonline/turkcell-superonline-online-basvuru-hatasi-1","Fatih","17 Nisan 17:40","239","Turkcell Superonline 'a online başvuru yapılamıyor. Telefon ve güvenlik kodu girildikten sonra gelen sayfada adres bilgileri girilip uygun kampanyaların listelenmesi gerekirken herhangi bir sonuç gelmiyor. Yan kutuda herhangi bir adres ve kampanya seçimi yapılmadığı için sonraki sayfaya geçilemiyor.","...","#Başvuru","https://www.sikayetvar.com/superonline/basvuru",""
"Superonline Ev İnterneti Çekmiyor","https://www.sikayetvar.com/superonline/superonline-ev-interneti-cekmiyor-28","Sevgi","17 Nisan 17:05","348","Yaklaşık 1 senedir senedir Superonline kullanıyorum. Aldığımız ilk 3 ay çok iyi performans ile internetimizi kullandık. Fakat sonrasında internetimizde sürekli kopmalar oldu. İnternet hızımız acayip yavaşladı, İnternetim o kadar yavaş ki ne işimi yapabiliyorum ne de keyifli bir şekilde aktivite yapa","...","","","https://files.sikayetvar.com/complaint/2849/28498924/superonline-ev-interneti-cekmiyor-1_350x350.jpg"
"Turkcell Superonline İcra Göndermiş Altyapı Olmadığı Halde","https://www.sikayetvar.com/superonline/turkcell-superonline-icra-gondermis-altyapi-olmadigi-halde","Gülden","17 Nisan 16:55","219","Altyapı eksikliği nedeniyle internet hizmetimi taşıyamadım ve bu durum benim sorumluluğummuş gibi icra ile karşılaştım. Turkcell'i bir daha tercih etmeyeceğim. İptal talebimi iletmeme rağmen işlem gerçekleştirilmemiş. İnternet hizmeti ve ihbarname gönderilmeden icra işlemi başlatılmış. Ödenecek tuta","...","","",""
"Superonline Ankara Sincan'da Site Sakinlerini Birbirine Düşürdü!","https://www.sikayetvar.com/superonline/superonline-ankara-sincanda-site-sakinlerini-birbirine-dusurdu-video","Halil","17 Nisan 16:47","257","","","","","https://files.sikayetvar.com/complaint/2849/28491988/superonline-ankara-sincanda-site-sakinlerini-birbirine-dusurdu.mp4#t=4.1"
"Turkcell Superbox En Kötü İnternet","https://www.sikayetvar.com/superonline/turkcell-superbox-en-kotu-internet","Bilge","17 Nisan 16:46","434","Turkcell Superbox kullanıyorum. Yüksek miktarda fiyatlandırma yapmalarına rağmen hizmet yok. İnterneti doğru düzgün kullanamıyorum bile. Neredeyse her hafta interneti kullanamadığım için müşteri hizmetlerini arıyorum ve yapılandırma güncelleme gibi şeyler yapıp çözdüklerini söylüyorlar ama benim int","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme",""
"Superonline İnternet Taşıması Yapmıyor","https://www.sikayetvar.com/superonline/superonline-internet-tasimasi-yapmiyor","Zeynep","17 Nisan 16:19","329","Turkcell Superonline müşterisiyim. İnternetimi adres değişikliği yapmak istiyorum. Altyapı hizmetini Türk Telekom sağlıyor ve taşınacak adresi Türk Telekom'dan sorguladım, uygun olduklarını söylediler. Ancak Superonline, uygun olmadığını iddia ederek taşıma işlemimi gerçekleştirmiyor. Bununla ilgili","...","#Nakil","https://www.sikayetvar.com/superonline/nakil",""
"Superonline Wi-Fi Çekmiyor Boşuna Para Ödüyoruz","https://www.sikayetvar.com/superonline/superonline-wi-fi-cekmiyor-bosuna-para-oduyoruz","İrem","17 Nisan 16:18","164","Senelerdir Superonline kullanıcıyız fakat 3+1 evde ve modemin evin orta noktasında olmasına rağmen çekmemesi şaka mı ya? Bıktık artık sürekli aynı şey ve eve gelip bakıyorlar modem uzak diyorlar yerini değiştirdik ama yok. Duvarın arkasında bile adam gibi internet çekmiyor. Verdiğimiz paralar çöpe g","...","#Modem","https://www.sikayetvar.com/superonline/modem",""
"Superonline Şikayet İnternet Dairemde Diğer Odalara Ulaşmıyor","https://www.sikayetvar.com/superonline/superonline-sikayet-internet-dairemde-diger-odalara-ulasmiyor","Murat","17 Nisan 16:10","237","Superonline internet hizmetini evime bağlattım. Odalarda çekmiyor, yetkililere 35 kez ulaştım ancak çözüm bulunamadı. İade talebinde bulundum, ancak 2450 TL cayma bedeli talep edildi. Satıcı yanlış GB bilgisi vererek bizi aboneliğe yönlendirdi, bu durumdan dolayı memnuniyetsizliğimi ifade etmek isti","...","#Cayma Bedeli","https://www.sikayetvar.com/superonline/cayma-bedeli",""
"Superonline Ağ Bağlantısı Kopma Sorunu","https://www.sikayetvar.com/superonline/superonline-ag-baglantisi-kopma-sorunu","Şeyma","17 Nisan 15:51","462","Ev internetimde çok sık bir şekilde bağlantı kopma sorunu yaşamaktayım. Defalarca kez arıza kaydı oluşturulmuş olmasına rağmen aynı sorun aylardır ve neredeyse her gün tekrarlamaktadır. Gelen teknik ekipler önce modem kaynaklı olduğunu belirtmiş ve modem değiştirilmiştir, akabinde aynı arıza sürdüğü","...","","",""
"Superonline Dağıtım Kutusu Arızası","https://www.sikayetvar.com/superonline/superonline-dagitim-kutusu-arizasi-3","Samet","17 Nisan 15:43","307","Dün bulunduğumuz bölgede saat 2'de internetimiz kesildi, müşteri hizmetlerine ulaştığımızda Türk Telekom kaynaklı arıza olduğunu ve yarın, yani bugün saat 2'de düzeleceği söylendi fakat düzelmedi. Müşteri hizmetlerine şimdi ulaştığımızda arızanın dağıtım kutusu sorunundan gerçekleştiği ve 19 Nisan'd","...","#Arıza","https://www.sikayetvar.com/superonline/ariza",""
"Turkcell Superonline İnternet Sorunu","https://www.sikayetvar.com/superonline/turkcell-superonline-internet-sorunu-218","Mahmut","17 Nisan 14:53","430","Turkcell Superonline internetim 25 MB olması gereken hızı 0.6 MB üstelik kablolu bağlantı olmasına rağmen bu şekilde. Bazen fotoğraf mesaj bile gönderemiyorum. Müşteri temsilcisi bizde sorun gözükmemekte diyerek 300 lira servis ücreti istiyor. İnternet hızı sık sık bu şekilde olmasına rağmen tek yap","...","#Modem","https://www.sikayetvar.com/superonline/modem","https://files.sikayetvar.com/complaint/2849/28497340/turkcell-superonline-internet-sorunu-1_350x350.jpg"
"","","Naim","17 Nisan 18:06","115","","","","",""
"Turkcell Superonline İnternet Sorunu","https://www.sikayetvar.com/superonline/turkcell-superonline-internet-sorunu-217","Hasan","17 Nisan 14:36","576","Turkcell Superonline kullanıyorum yıllardır. 09.04.2024 tarihinde Ramazan Bayramı arifesi internetim koptu, müşteri temsilcisi arkadaşlarla modemi açıp kapadık, kabloları söktük taktık, düzelmedi ve servis talebi oluşturuldu. Bayram dolayısı ile servis gelmedi, çok normal, gelmesi için kimseyi de ra","...","","",""
