"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text"
"Ülker Shop'ta Fazladan Ürün Geçilmiş","08 Nisan 2023 18:44","2.102","Geçen hafta Ülker shoptan alışveriş yaptık. Ve 2 adet kahve aldım ekstradan. Ve eşyaları aracıma koydum faturasını yani fişini kontrol ediyordum ve 2","..."
"Ülker Kekstra Çilekli Kek","08 Nisan 2023 18:22","647","Ülker Kekstra kekin içinden ne olduğunu bilemediğim bir cisim cıktı. Şansıma keki ters açtım ve gördüm. Direkt altına bakmadan yiyebilirdim. Sosyal medyadan yazdım ama ilgilenmediler. Urunu buzdolabımda saklıyorum, lütfen en kısa zamanda ilgilenilsin.",""
"Ülker Böcekli Ürün Satılması","08 Nisan 2023 00:13","545","Tarım kredi kooperatifinden aldığım 4'lü paket Ülker petit bisküvinin içinde üretim aşamasında bisküvi üzerinde öldüğünü düşündüğüm böcek var. Çocuğuma yedirdiğim, hamile halimle kendim yediğim bu gıda ürünü nasıl denetlenip raflarda satılıyor? Gündüz ışığında böceğin tüm bacakları ve başka kahveren","..."
"Ülker Yanmış Ürün Tadı Da Yanık","07 Nisan 2023 21:15","767","Aldığım çubuk kraker ürünleri hep yanık tadıyla geldi. Çocuklarıma almak için Ülker markasını tercih ettim ama hayal kırıklığına uğradım. Bu size hiç yakışmadı. Gereken güveni sağlamadığınız için artık ürünlerinizi alamayacağım. Geçen gün aldığım ikram bisküvi de aynı şekilde çıktı. Verdiğimiz paray","..."
"Ülker Dido Çikolatasında Delik","07 Nisan 2023 21:08","324","Ülker Dido çikolatası delik çıktı. Ambalajında delik yok, açınca ne olduğunu anlamadım. Bu nedir? Sebebini öğrenmek istiyorum, bu nasıl olabiliyor? En güvendiğim markaydı. Dido çikolatasını da hep stoklu alıyordum ama artık yiyesim gelmez. Fotoğraf ekliyorum",""
"Ülker Paketten Çıkan Yarım Kek","07 Nisan 2023 19:57","183","Ülker mini bold almıştık. Paketin içinden çıkan bir kek yarımdı. Böyle bir şey olabilir mi şok olduk. Ülker'in birçok ürününü kullanan bir müşteri olarak ilk kez başıma böyle bir şey geldi. Artık güvenip Ülker marka ürün alamam hala nasıl olduğu konusunda şaşkınım",""
"Ülker Krakerin İçinde Canlı Kurt","07 Nisan 2023 16:04","215","Şok'tan iki yaşındaki bebeğime Ülker balık kraker aldım. İçine dikkat etmedim bebeğim hemen hemen hepsini yemiş sonradan fark etim içince canlı kurt vardı. Bu nasıl dikkatsizlik ya bebeğim onu yeseydi lütfen dikkat edin şok oldum resmen onu görünce yazık.",""
"Ülker Ortak Mağduriyetimiz Küçük Esnafın Sesi","07 Nisan 2023 15:22","299","Ben Ankara Eylül Markette (mahalle bakkalı) sahibiyim. İnternet ve saha ürünlerinizin kampanyalarından memnun değiliz. Verdiğiniz indirimler güzel ama ürün (koli) sayısı yüksek geliyor bize. O kadar ürün alıp stok etmemizin bir anlamı yok. Keşke satılsa da alsak ama maalesef piyasada olduğu gibi gen","..."
"Ülker Probis Kıl Çıktı","07 Nisan 2023 14:51","505","Yıllardır ailecek bağımlısı olduğumuz, sürekli stok yaptığımız, evde bitme ihtimalinin bile düşünülemediği Ülker Probis aşkı an itibariyle bitmiştir. İçerisinden çıkan kıl ailecek bizi çok üzdü, soğuttu. Ülker markasına güvenimiz kalmadı. Nasıl ortamlarda hazırlanıyor bu ürünler... Gerçekten çok üzg","..."
"Ülker Hobby Çikolata Üzeri Beyaz Tabaka","07 Nisan 2023 13:15","952","Ürün Hobby marka çikolata ürün üzerinde beyaz tabaka var. TT 15 08. 2023.",""
"Fındıklı Ülker Çikolata","07 Nisan 2023 00:42","292","Evin yakınında bir kuruyemişçiden Ülker fındıklı çikolata aldım bugün çikolatanın kağıdını açtım incelemeden yemeye başladım ve tadının bozuk olduğunu","..."
"Ülker Bisküvinin Tarihi Geçmiş","06 Nisan 2023 23:11","238","Bir ürün aldım ve bu ürünü normal bir şekilde yiyecektik ve birden bisküvide değişik bir tat geldi. Hemen tarihine baktım ve tarihi geçmişti açıkçası çok şaşırdım Çünkü çok fazla Ülker'den ürün alıyoruz ve hiç böyle bir şeyle karşılaşmadık. Büyük hayal kırıklığına uğradım gereğini arz ediyorum.",""
"Ülker Çikolatadan Kıl Çıktı","06 Nisan 2023 22:13","325","Bu akşam Antep fıstıklı çikolata aldık, fakat çikolatanın içinden kıl çıktı. Gerçekten çok şaşırdık; köklü bir firmadan böyle bir şey beklemezdim. Umarım diğer ürünlerde sorun yoktur. Midemiz bulandı, yiyemedik. Umarım diğer ürünlerde bu sorunu yaşamam.",""
"Ülker Yupo Paketteki Ürünün Eksik Çıkması","06 Nisan 2023 21:40","537","Ülker yupo kolalı yumuşak şeker almıştım normalde paketten 6 adet çıkması gerekirken içinden 1 adet kolalı çıktı yani. Paket açıkta değildi oysaki yani Ülker'den böyle bir şey beklemiyorduk bir de oruç oruç sırf bunu almak için markete gittim yani Ülker yuppo dan böyle bir şey beklemezdim çok üzgünü","..."
"Ülker Isırılmış Olarak Paketlenmiş Halley Sorunu","06 Nisan 2023 19:13","311","Ülker'in Halley mini çoklu çikolatasını aldık. Kutuda olanlardan içinde minik minik halleyler olanlardan. Kutuyu açıp bir paket aldım elimle sanki kırık olduğunu hissettim. Daha paketi açmadan. Ama paketi açınca kırık olmadığını tam tersine ısırılmış bir şekilde paketlenmiş olarak kutuya konduğunu g","..."
"Ülker Krispi Patatesli Çubuk Kraker Fabrika Hatası","06 Nisan 2023 17:34","1.554","",""
"Ülker Bunu Da Yaptı","06 Nisan 2023 15:02","109","",""
"Ülker Bayi Gelmiyor Osmaniye","06 Nisan 2023 13:57","2.698","Ben Osmaniye'den oğuzhan gıda murat d*** 25 yıldır Ülker ile çalışıyorum hiçbir sorun yokken açık olan hesap kapanmış gelen personel arkadaş gelmez ol","..."
"Ülker Görüntü Kalitesi Kötü Ve Mesaja Cevap Gelmedi","06 Nisan 2023 11:50","354","İki kez aldığımda da aynı sorunla karşılaştığım Ülker yupo çoko jel ürünü beyazlamış kemirilmiş gibi delikler oluşmuş şekilde olunca artık Ülker'e ulaşmak istedim Instagram sayfalarından yazdım fakat dönüş olmadı. Sonuçta çocuklara hitap eden bu ürünün görselinin kötü olması çocukların midesini bula","..."
"Ülker İadeli Satış Yapmıyorlarmış","06 Nisan 2023 01:15","906","Ben Adana Kozan' a bir ay oldu dükkanı açalı daha Ülker gelip kayıt açmadı. Bir defa satış elemanı o-- geldi bana iadesiz çalıştıklarını söyledi şefi e--- i aradım oda işte iadesiz çalıştıklarını iade almayacaklarını işime geliyorsa alırsın işine gelmiyorsa almazsın diye konuştuğu. Eleman o-- ve şef","..."
"","06 Nisan 2023 01:15","2","",""
"Ülker Hanımellerin İçinde Eksik Bisküvi Var","05 Nisan 2023 21:18","635","Ülker hanımeller çokodamlanın paketinin içinde eksik kurabiye var. Paketi daha açmadık ama diğer paketlerle karşılaştırınca boşluğu belli oluyor. Fotoğrafları da atabilirim isterseniz. Umarım dönüş yaparsınız. A101den almıştık. Neden eksik bisküvi olduğunu anlayamadık.",""
"Ülker Yupo Şekerler Birbirine Geçmiş","05 Nisan 2023 21:17","519","5 Nisan çarşamba günü saat 20.30 sularında şok marketten aldığım Ülker yupo meyve bahçesi resimde görüldüğü gibi ezik ve tamamen birbirine yapışık çıktı. Hiçbirinin şekli belli değil. Üretim hatası olduğunu düşünüyorum. Gereğinin yapılmasını talep ediyorum.",""
"Ülker Makarneks Geri Gelsin","05 Nisan 2023 18:00","5.546","Makarnaeks geri gelsin, neden kaldırıldı, neden geri gelmiyor? Onun gibi makarna daha yemedim. Lütfen geri getirin. Ülker, neden güzel olan şeyler yok oluyor? Şu an mesajın sınırını doldurmak için yazıyorum, fakat geri gelsin lütfen, bekliyoruz. Sonunda doldu.",""
"Ülker Son Kullanım Tarihi Ve Tat Bozukluğu","05 Nisan 2023 17:51","168","Son kullanım tarihi yazmıyor ve bozuk tat bozukluğu var çocuklar tüketiyor bu ve bu gibi şeylere dikkat edilmeli yani koskoca seneler Ülker'i bunu yapması yazık yakıştıramıyorum. Bu kaç oldu en sonun da şikayet edeyim dedim. Yani bu kadar da olmaz yazık.",""
"Hepsiburada.com Üzerinden Satış Yapan Ülker Ürünleri Kargolamıyor.","05 Nisan 2023 16:00","1.705","Hepsiburada.com üzerinden Ülkershop adlı kullanıcıdan kampanya adı altında satışı yapılan ürünlerin siparişlerinin gönderimini sağlamıyor. Satıcıya me","..."
"Ülker Albeni Çikolata İçinden Çıkan Ambalaj","05 Nisan 2023 15:48","549","Ülker marka Çikolata aldık içinden koli bandı çıktı ve çok kötü kokuyordu tarihi geçmemiş olmasına rağmen inanılmaz bir koku ve içerisinden koli bandı çıktı bir çikolata yeme zevkim vardı oda elimden alında inanılmaz üzgünüm Ülker bu sefer şaşırttı:(((",""
"Bozuk Ülker Albeni","05 Nisan 2023 14:45","383","Ülker Albeni koli halinde aldım aldığım çikolataların rengi grimsi bir renkti hepsi böyleydi son tüketim tarihine de çok varken bozulmuştu anpa grosstan alınmıştı ve bunların hepsini çöpe atmak zorunda kaldım Ülker markasını o günden sonra almamaya başladım.",""
"Ülker İade Almıyor Sürekli Bahaneler Buluyor","05 Nisan 2023 13:43","200","",""
"Ülker İadesi Talep Ediyorum","05 Nisan 2023 07:54","220","Marketimde Ülker ürünleri iade var daha önce de iade yaptım. Ülker muhasebe birimi zorluk çıkardı. Bende Ülker elamanına yaklaşık 330 TL iade yaptım hiçbir şekilde satılan ürünlerin arkasında durmuyor. Ülker firması tarafından üretilen ürünlerin iadesi kabul olmuyor.",""
"Ülker Hanımeller Limonlu Beyaz Çikolata Kurabiye İçinde Yabancı Madde","05 Nisan 2023 04:00","651","Ülker Hanımeller Limonlu Beyaz Çikolatalı Kurabiye içerisinde koyu renkte bir yabancı madde ve bu maddeye bitişik kıla benzer bir şey bulunmaktadır. Firmayla 3 defa iletişime geçtiğim halde ilgilenilmedi, ürünü uzun süredir bekletiyorum, incelenmek için hâlâ alınmadı.",""
"Ülker Ürünün İçinde Yarım Bisküvi Var","04 Nisan 2023 22:44","287","Pötibör bisküvi aldık. Resmen içinde yarım bisküviler var. Hiç açılmamış paketlere yarım bisküvi koyulmuş. Bunu çözerek en kış sürede iletişim ve geri dönüş bekliyorum. Bu şekilde bir ürünü nasıl müşteriye sundunuz. Yılların Ülker'i bunu nasıl yapar?1 ay oldu hala ürünü alıp numuneye yollayacaksınız","..."
"Ülker Çikolata Boş Paket","04 Nisan 2023 22:27","656","",""
"Ülker 'i Şikayet Ettim Ama Hala Geri Dönüş Yapılmadı","04 Nisan 2023 18:45","164","Beşli paket aldım ve ikinci paketini açıp yediğim halde saman gibi şeyler geldi. Bu birkaç defa oldu ama bunda da olmaz artık. Sevdiğim bisküvilerden bir tanesiydi. Bundan sonra almam galiba. Biraz daha dikkat edilirse sevinirim ve şikayet edeceğim yediklerimiz bile kötü. Hala geri dönüş yapılmadı..","..."
"Ülker Extra Yoğun Lezzet","04 Nisan 2023 09:08","437","Aldığım Ülker ekstra yoğun lezzet çikolatamın kenar kısımlarında beyazlamalar ve alt ile üst kısımda renk farklılıkları var yani neden bu ürünlere dikkat edilmiyor son tüketim tarihi geçmemiş ama demek ki saklama koşullarında problem var. Boşa mı para veriyoruz",""
"Ülker Yanmış Ürün Paketlenmiş","03 Nisan 2023 22:53","160","",""
"Ülker Paket Gofrette Eksik Çıktı","03 Nisan 2023 17:42","274","36'lik paket olarak Ülker çikolatalı gofret aldım. Eve gelip açtım ve içinden 30 adet çikolata çıktı. Dışı kapalı bir kutudan bu kadar eksik çıkmasına anlam veremedim. Normal bir eksik olsa anlarım ama ortada anormal bir durum var. Gerekli mercinin ilgilenmesini rica ediyorum.",""
"Ülker Hobby Bozuk Çikolata Satıyor","03 Nisan 2023 08:17","1.085","25.02.2023 cumartesi günü Şok marketten almış olduğum Hobby çikolatalar bozuk çıktı. Donuk donuk, beyazlaşmış ve hiç tadı yok. Bu durumu sosyal medya üzerinden Ülker'e bildirdim, iletişim bilgilerimi isteyip, size döneceğiz deyip, dönmediler. 37 gündür dönemediler! Param çöpe gitti ve ben mağdur old","..."
"Ülker Üründen Taş Çıkması","03 Nisan 2023 02:59","606","Gece gece karnımın açlığını bastırayım diye yediğim hatta son parçasına kadar zevkle tükettiğim krispi nin son lokmasında taş çıktı. Her zaman severek","..."
"Ülker Halley'in Bir Tanesi Yenmiş Gibi Çıktı","02 Nisan 2023 23:12","624","Halley beyaz çikolatalı ürün aldım. Paketi açtığımda ürünlerden bir tanesi sanki biri açıp yarısını yemiş gibi. Gerçekten Ülker gibi firmadan beklenmeyecek bir hata. Ailecek ürünlerinizi çok tüketmekteyiz ama böyle bir hata çıkınca ister istemez tedirgin olduk.",""
"Ülker Ürün Bozulmuş Rengi Değişmiş Tarihi Dolmadan","02 Nisan 2023 21:51","545","31.03.2023'te Ülker Napoliten çikolata aldım. 09.08.2023 son kullanma tarihli ürün bozuk çıktı kokusu da berbattı. Ürünü çocuklarımızda tüketiyor dikkat etmemiştim.",""
"Ülker Paketin Yarısı Boş Çıktı","02 Nisan 2023 21:21","370","Ülker Bitter Çikolata aldım marketten. Paketin yarısı boş çıktı, çok şaşırdım. İlk defa başıma böyle bir şey geldi. Normalde hep Ülker'i tercih ederim. Tadı çok güzel olduğu için sadece burada söylemek istedim. Başka birinin de başına böyle bir şey geldi mi diye altılı kutusuyla aldığım için evde fa","..."
"Ülker Napoliten Bozuk Ürün","02 Nisan 2023 15:11","790","",""
"Ülker Bebe Bisküvisi Yağlı Ve Erimiyor!","02 Nisan 2023 11:41","766","Ülker bebe bisküvisi yapış yapış ve asla süt ile erimiyor. 2 yaşındaki bebeğim için aldım ben çok severek yerdim ama sanırım değişmiş. Yağlı gibi bir tat bırakıyor ağızda. Sıcak süt ile de denedim soğuk süt ile de ama eritemedim. Yapışık yağlı gibi bir şey.",""
"Ülker Çikolatalı Gofret Bayat Ve Kurumuş","01 Nisan 2023 19:57","444","Ülker çikolatalı gofret aldım. Ama yenmiyor gofreti kuru bayat gibi. Hep alırdık böyle olmazdı. Yani biz paramızla rezil oluyoruz. Ya yapılırken üründen mi kaçtınız takır takır kuru taze olmadığı o kadar belli ki. Bir daha da almam. Çikolata çikolata değil ne yiyoruz biz.",""
"Ülker Dankek Potinin İçindeki Değişik Parça!","01 Nisan 2023 18:22","438","Geçen hafta Bursa Nilüfer metro market'ten aldığımız Ülker Dankek pöti'nin içinden değişik bir şey çıktı, ne olduğunu anlamadık. İçinden çıktığına emi","..."
"Ülker Eksik Bisküvi Kötü Paketleme","01 Nisan 2023 16:25","425","Aldığım Ülker pötibör bisküvinin paketlenmesi aşırı derecede kötü ve içinden bir adet eksik oluyor nasıl bir şey olabilir anlamış değilim. Görselleri de bırakacağım lütfen gerekli geri bildirimler sağlansın çok rahatsız edici bir durum. Lütfen geri dönüş sağlansın ve Ülker Instagram DM de attığım gö","..."
"Ülker Dido Paketi Eksik","01 Nisan 2023 14:46","1.123","",""
"Ülker Ambalaj İn İçi Boş","01 Nisan 2023 14:10","265","Marketten almış olduğum Ülker kakao 50 g ürünü içi boş çıktı yan ürününü sırf markayı sevdiğim için almak istememiştim aceleyle iyi ki paketini açmadım kimseyi inandıramazdım fişini kaybettiğim için aldığım yere iadesini yapamadım Ülker sürekli kullandığım bir marka sanırım parti hatası",""
"Ülker Pötibör Çifte Lezzet Yanıltması","31 Mart 2023 23:16","666","Ülker'in yeni çıkan Pötibör bisküvisi üzerinde çikolata kaplı fotoğrafı var ama aldığınızda arkasında sadece eseri miktarda kakao tozu olduğunu görüyorsunuz. Böyle bir paket yanıltması, ambalaj yanıltması olamaz. En alta da yazmışlar bir tarafı sade bir tarafı kakaolu diye ama fotoğrafa tablet çikol","..."
"Ülker Coco Star Bozulmuş Olması","31 Mart 2023 22:10","586","30.03.2023 tarihinde bir marketten aldığım 2 adet Ülker coco Star Hindistan cevizi sararmış ve üzerindeki çikolatada benek benek lekelerin olduğunu gördüm, fakat 1' ini kendim açmadığım için çocuğum yemiş 2. Paketi açtığım da fark ettim güvenerek aldığım için çok üzüldüm. Lütfen gerekilen neyse onun","..."
"Ülker Küflenmiş rulo Pasta","31 Mart 2023 17:41","253","Ülker rulo pasta aldım. Tarihi henüz geçmemesine ve yüzerinde deforme olmamasına rağmen pasta küflenmiş durumda nasıl olabilir böyle Ülker gibi bir firma bunu nasıl göz ardı edebilir bu konuda şikayetçiyim . Lütfen gerekeni yapınız en kısa zamanda cevap bekliyoruz.",""
"Ülker Piknik Bisküvi Neden Üretilmiyor","31 Mart 2023 15:42","2.974","Yıllardır piknik bisküvi üretime girsin diye bekliyorum, yok. Insta'da birileri var satılıyor diyor ama nerede bilen yok. Buradan Ülker ve Eti ye sesleniyorum. Piknik bisküviyi neden üretmiyorsunuz? Eğer üretiyorsanız nerede satılı var bilgi rica ediyorum. Piknik aşkımız coştu ya 😀",""
"Ülker Jelibonun İçerisi Beyaz Beyaz Şeyler Vardı Tuhaf Kokuyordu","31 Mart 2023 13:02","108","",""
"Ülker Böcek Agi Çıkması","31 Mart 2023 10:58","512","Aldığımız ikram bisküvisinin içinden böcek agi çıktı böyle hani olurya. Pamuk pamuk yumurtaları olur ilgilenirseniz sevinirim Instagram'da Ülker'e yazdım. Bakmadılar bile. Aksi. Takdirde şikayet edeceğim fotograf ve video olarak da attım Instagram. Sayfanıza aksi takdirde Tüketici Hakları'na şikayet","..."
