"complaint-layer","complaint-layer href","username","js-tooltip","js-view-count","complaint-description","sv-model-button","sv-model-button href","ellipsis-text","large-view src","large-view src 2"
"TurkNet Pişmanlığı","https://www.sikayetvar.com/turknet/turknet-pismanligi-85","Ener","10 Ocak 15:17","647","TurkNet kullanıyorum ve yaklaşık olarak 72 saattir 1mb hız internetle hayatta kalmaya çalışıyorum. Upload hızında bir sorun yok fakat download hızı herhangi bir işlem yapmak için yetersiz. Modemi sıfırladım, güncelledim test ettim sorun yok bu konuda çok fazla şikayet okudum internette sanırım altya","","","...","https://files.sikayetvar.com/complaint/2752/27528061/turknet-pismanligi-1_350x350.jpg",""
"TurkNet İnternetim Kesildi Ne Çözüm Var Ne De Muhatap","https://www.sikayetvar.com/turknet/turknet-internetim-kesildi-ne-cozum-var-ne-de-muhatap","Basri","10 Ocak 15:06","696","TurkNet müşterisiyim. Günlerdir internet kopma problemi yaşıyorum durumu TurkNet teknik destek birimine ilettim defalarca konuşmama rağmen yardımcı olmadılar. Şimdi internet tamamen kesildi mesaj yazıyorum dönmüyorlar, beni ara butonuna tıklıyorum geri dönüş yapmıyorlar, kullanmadığım internetin ücr","","","...","https://files.sikayetvar.com/complaint/2752/27527851/turknet-internetim-kesildi-ne-cozum-var-ne-de-muhatap-1_350x350.jpg",""
"TurkNet İn Haksız Kazancı, İnternet Hizmetsizliği","https://www.sikayetvar.com/turknet/turknet-in-haksiz-kazanci-internet-hizmetsizligi","Erbil","10 Ocak 14:47","2.194","Bundan 1 yıl önce Türk Telekom'dan TurkNet'e ev internet geçişi yaptım. Sözde 100 Mbps internet hızı vaat edilmesine rağmen sürekli kopmalar yaşadım ve hiçbir zaman söyledikleri hızın yarısına bile ulaşamayan internet hizmetini kıt kanaat kullandım. Taahhütsüz olarak o zaman için uygun olan fiyatlar","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"TurkNet Müşterisi Olmadan Yapılan İş","https://www.sikayetvar.com/turknet/turknet-musterisi-olmadan-yapilan-is","Bulent","10 Ocak 14:23","798","TurkNet altyapı çalışması yapan kişiler, kafalarına göre binanın içerisine elektrik kablolarının giriş yaptığı yeri görmezden gelip, duvarı kafalarına göre delerek, yamuk bir şekilde bina girişinin görüntüsünü bozmuşlar. Hiç kimseye bir şey sormadan izinsiz bir şekilde çalışma yapmışlar ve neredeyse","","","...","",""
"TurkNet Cayma Bedeli İadesi Olmadı.","https://www.sikayetvar.com/turknet/turknet-cayma-bedeli-iadesi-olmadi","Ali","10 Ocak 13:47","726","TurkNet cayma bedeli yanıltmacası. TurkNet'e geçerken bana 240 TL'ye kadar cayma bedelinizi karşılayacağımızı söylüyorsunuz ama TurkNet'e geçtikten sonra sadece 41 TL olan internet kullanım ücreti iade ediliyor. Daha TurkNet'e geçmeden sizi aradığımda bana cayma bedelimin 250 TL'ye kadar olan kısmın","","","...","https://files.sikayetvar.com/complaint/2752/27526644/turknet-cayma-bedeli-iadesi-olmadi-2_350x350.jpg","https://files.sikayetvar.com/complaint/2752/27526644/turknet-cayma-bedeli-iadesi-olmadi-1_350x350.jpg"
"TurkNet Abonelik İçin Muhatap Bulamıyoruz.","https://www.sikayetvar.com/turknet/turknet-abonelik-icin-muhatap-bulamiyoruz","Engin","10 Ocak 13:28","1.137","Turkcell Superonline ile yıllardır çalışmaktayım. İnternet hızı ve kopmalar yaşadığım için TurkNet'e geçmek istedim. Müşteri hizmetlerine telefonla ulaşmak imkansız. Yeni abonelik yapmak için çağrı merkezinde tuşlayacağım bir anons yok online işlemlerden talep açarak bana ulaşmalarını rica ettim. So","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","...","",""
"TurkNet, Bodrum'da Bağlantı Sorununu Günlerdir Çözemiyor!","https://www.sikayetvar.com/turknet/turknet-bodrumda-baglanti-sorununu-gunlerdir-cozemiyor","Filiz","10 Ocak 12:52","458","28 Aralık'tan beri yaşadığım internet bağlantı sorununu t*** saha ekiplerine haber vererek hala çözemeyen TurkNet! Bodrum gibi küçük bir yerde kimi bulamıyor ya da nasıl çözemiyorsunuz anlamıyorum! Aynı cevapları verip duruyorsunuz! Tam bir fiyaskosunuz!","","","","",""
"TurkNet Arıza Çözme Beceriksizliği","https://www.sikayetvar.com/turknet/turknet-ariza-cozme-beceriksizligi","İbrahim","10 Ocak 12:44","766","TurkNet abonesiyim 27.12.2023 arıza olduğu belirtildi 29.12.2023 sorun çözüleceği belirtildi. 10.01.2024 hala internet yok. Bugün ekip geleceği belirtildi aradılar evde misiniz diye 5 saat geçti ekip de gelmedi arıyorum hala çözeceğiz diyorlar sonuç 2 hafta oldu internet yok. Destek kaydı oluşturman","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"TurkNet Hizmet Nakil Talebi","https://www.sikayetvar.com/turknet/turknet-hizmet-nakil-talebi","Emre","10 Ocak 11:59","696","Taşınmaz nedeniyle 3 gün öncesinde hizmet nakil başvurusu yaptım. Başvurum ile birlikte direk internet bağlantımı kestiler. Yapılan görüşmede nakil ta","","","...","",""
"TurkNet Abonelik İptali Ve Erişim Sorunu","https://www.sikayetvar.com/turknet/turknet-abonelik-iptali-ve-erisim-sorunu","Serhat","10 Ocak 11:59","968","Merhaba, TurkNet aboneliğim bulunmaktadır ve iptal etmek istiyorum. Müşteri hizmetlerine bağlanmak istiyorum fakat asla ulaşamıyorum. Online işlemler için kullanıcı adı ve şifre isteniyor; ancak bunları hatırlamıyorum ve telefon numaram da değişti. Talep oluşturuyorum ancak geri dönüş yapılmıyor.","#Online İşlemler","https://www.sikayetvar.com/turknet/online-islemler","","",""
"TurkNet İnternet Bağlantı Sorunu 10 Gündür Devam Ediyor Ve Çözüm Bekleniyor","https://www.sikayetvar.com/turknet/turknet-internet-baglanti-sorunu-10-gundur-devam-ediyor-ve-cozum-bekleniyor","Osman","10 Ocak 11:22","516","02.01.2024 tarihinde internetim kesildi defalarca destek kaydı oluşturdum her seferinde ekip yönlendiriyoruz bugün çözülecek sorun demelerine rağmen hala internetim gelmedi. Bu zamana kadar memnundum ancak neredeyse 10 gündür interneti kullanamıyoruz ve kimsenin umurunda değil. Verdikleri temel hizm","","","...","",""
"TurkNet Kaliteyi Yerlere Serdi","https://www.sikayetvar.com/turknet/turknet-kaliteyi-yerlere-serdi","Yunus","10 Ocak 11:04","569","TurkNet kaliteyi yerlere düşürdü. Yıllardır TurkNet kullanırım bu kadar kötü hizmetini görmedim. Sinyal gücü çok düştü. Ayrıca iade ettiğim modemlerin parasını iade etmiyorlar. Müşteri hizmetlerine zaten ulaşamıyorum. Arayan personelin konudan haberi yok. V. B yani TurkNet kendini toparlamazsa çukur","","","...","",""
"TurkNet Başvuru Alana Kadar İyi, Sonrası Mağduriyet...","https://www.sikayetvar.com/turknet/turknet-basvuru-alana-kadar-iyi-sonrasi-magduriyet","Hanımkız","10 Ocak 11:04","702","TurkNet internet tamamen bir fiyasko... İnternet başvurusu yaptım Başvuru esnasında en kısa ne zaman bağlanır dedim, bana 3 gün içinde dediler. Ekipler geldi bir arıza olduğunu bağlantının yapılamayacağını ekiplerin gelip tamir etmesi gerektiğini söylediler. Tekrar müşteri hizmetlerini arayıp online","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"TurkNet Başvuru İptali İçin Müşteri Hizmetleri Bağlanamıyor","https://www.sikayetvar.com/turknet/turknet-basvuru-iptali-icin-musteri-hizmetleri-baglanamiyor","Ali","10 Ocak 10:56","885","TurkNet başvuru iptalini gerçekleştirmek istiyorum ancak müşteri hizmetlerine bağlanamıyorum. Bu nasıl bir durum, vicdanen düşünüldüğünde başvuru sırasında hemen bağlanılırken şu anda muhatap bulamıyorum. Böyle bir durum olmamalı; arıyorum, arıyorum ama bağlanamıyorum. İptal işlemini gerçekleştirmek","","","...","",""
"TurkNet Kurulum Ve Aktivasyon Şikayeti","https://www.sikayetvar.com/turknet/turknet-kurulum-ve-aktivasyon-sikayeti","Mehmet","10 Ocak 10:48","2.798","TurkNet internet sağlayıcısından 29.12.2023 tarihinde geçiş işlemi için başvuruda bulundum. Geçiş işlemlerini 04.01.2023 tarihine kadar tamamlayamadıkları için cezalı duruma düşmemek adına eski aboneliğimi iptal etmek zorunda kaldım. Böylece yeni kurulum için başvurarak işlemleri 04.01.2023 tarihind","","","...","",""
"TurkNet Evde İnternet Abonelik Fiyaskosu.","https://www.sikayetvar.com/turknet/turknet-evde-internet-abonelik-fiyaskosu","Irmak","10 Ocak 10:25","320","TurkNet aboneliği için başvuruda bulundum. 600 TL internet ücretine ek olarak işlem ücreti de aldılar. Daha sonra tarih verdiler ve beni aradılar. O gün izin alıp iş yerimden ayrıldım ve tüm günü bekleyerek geçirdim. Müşteri hizmetlerini aramaya çalıştım fakat kimseye ulaşamadım. Bu durum oldukça so","","","...","",""
"TurkNet 10 Gündür İnternetim Yok","https://www.sikayetvar.com/turknet/turknet-10-gundur-internetim-yok-21","Kazım","10 Ocak 10:08","404","01.01.2024 tarihinde internetim kesildi, bugün 10.01.2024 olmasına rağmen hala internetim gelmedi. 7 yıldır TurkNet kullanıcısıyım. Artık bıktım, arıza olduğunda sorumsuzlar 10 gündür aciliyetimi Türk Telekom'a ilettim, başka bir şey demediler. TurkNet'e geçmeyin, size sadece bunu söylüyorum.","#Arıza","https://www.sikayetvar.com/turknet/ariza","","https://files.sikayetvar.com/complaint/2752/27523952/turknet-10-gundur-internetim-yok-2_350x350.jpg","https://files.sikayetvar.com/complaint/2752/27523952/turknet-10-gundur-internetim-yok-1_350x350.jpg"
"TurkNet 1000 MB Fiber İnternet Paket Pişmanlıktır","https://www.sikayetvar.com/turknet/turknet-1000-mb-fiber-internet-paket-pismanliktir","Selim","10 Ocak 10:08","1.699","TurkNet 1000 MB Sınırsız, Kotasız, Fiber internet paketini yaklaşık bir senedir kullanıyorum. Son üç aydır internet kalitesi çok ciddi oradan düştü. Öyle ki bir Instagram veya Twitter sayfasını dahi bazen açmakta zorlanıyor, 720P Youtube.com videosunda takıldığı oluyor. Online oyunlarda inanılmaz bi","","","...","",""
"TurkNet Yüksek Fatura Ve Çözümsüzlük","https://www.sikayetvar.com/turknet/turknet-yuksek-fatura-ve-cozumsuzluk-1","Burak","10 Ocak 05:18","711","","#Fatura","https://www.sikayetvar.com/turknet/fatura","","https://files.sikayetvar.com/complaint/2752/27523219/turknet-yuksek-fatura-ve-cozumsuzluk-1_350x350.jpg",""
"TurkNet Mükemmel Çekim Gücü","https://www.sikayetvar.com/turknet/turknet-mukemmel-cekim-gucu","Cahit","10 Ocak 02:32","457","Durum bundan ibaret 2 gün oldu TurkNet kurulalı ve hiçbir şekilde düzelmiyor. Oyun zevkimin de içine. Tebrik ediyorum sizi. 36 saat içinde çözülmesi bekleniyor yarın da düzelmezse rica ediyorum abonelik falan filan iptal edin gitsin. Teşekkürler kolay gelsin","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","","https://files.sikayetvar.com/complaint/2752/27522922/turknet-mukemmel-cekim-gucu-2_350x350.jpg","https://files.sikayetvar.com/complaint/2752/27522922/turknet-mukemmel-cekim-gucu-1_350x350.jpg"
"TurkNet Müşteri Hizmetleri Erişim Sorunu!","https://www.sikayetvar.com/turknet/turknet-musteri-hizmetleri-erisim-sorunu-2","Remzi","10 Ocak 01:35","770","Müşteri hizmetlerine telefon ile bağlanamıyorum. Kurumsal kimlik adı altında hizmet veren internet sağlayıcısından memnun değilim. Ödediğimiz hizmet karşılığında teknik destek alamıyoruz. Telesekreter tarafından yönlendirildikten sonra telefonun kapanması sorununu yaşıyorum.","","","","",""
"TurkNet Söz Verdiği Halde 5 Metre Öteye Hat Çekmedi","https://www.sikayetvar.com/turknet/turknet-soz-verdigi-halde-5-metre-oteye-hat-cekmedi","Halil","10 Ocak 00:08","196","TurkNet bulunduğumuz sokağa hat çekti. Bizim bulunduğumuz binanın yanındaki binaya kadar kendi alt yapılarını çektiler. Biz de bina yönetimi olarak binamıza hat çekilmesini talep ettik. Aralık ayının 10 civarı müracaatımızı yaptık. Bölgeye hat çeken ekip hattın Aralık ayına yetişemeyeceğini en geç O","","","...","",""
"TurkNet Müşteri Hizmetlerine Bağlantı Sorunu Var","https://www.sikayetvar.com/turknet/turknet-musteri-hizmetlerine-baglanti-sorunu-var","Hüseyin","09 Ocak 23:39","456","TurkNet adlı firmanın müşteri hizmetlerine bağlanamıyorum. Hizmet desteği yönüne bağlanmak için üç saattir bekliyorum fakat dönüş yapılmıyor. TurkNet müşteri hizmetleriyle bağlantı sorunu yaşıyorum ve bir an önce çözülmesini talep ediyorum. Pişman Etiler bölgesinde bana bağlandığım zaman her türlü d","","","...","",""
"TurkNet Müşteri Hizmetlerine Kesinlikle Ulaşılamıyor","https://www.sikayetvar.com/turknet/turknet-musteri-hizmetlerine-kesinlikle-ulasilamiyor-2","Nilay","09 Ocak 22:31","523","TurkNet'e abone olmadan önce muhatap bulabiliyordum ancak abone olduktan sonra telefonlara kesinlikle cevap verilmiyor. Param çöp oldu. Müşteri hizmetlerinde muhatap bulamıyorum. Bunu bilseydim hiç geçmezdim, çok pişmanım ve bir an önce TurkNet aboneliğinden kurtulmak istiyorum.","","","","",""
"TurkNet Sorumsuzluğu Ve Hız Düşüşü","https://www.sikayetvar.com/turknet/turknet-sorumsuzlugu-ve-hiz-dususu","Mustafa","09 Ocak 21:32","993","TurkNet kadar ilgisiz ve kötü bir internet sağlayıcısı görmedim. Son 1,5 aydır internetim, 100 Mbps aldığım hızın 1/5 oranına, yani 20-15 Mbps'ye düştü. Arayıp durumu ilettiğimizde arıza kaydı açtıklarını ve eve ekip göndereceklerini söylediler. Ekip geldi, kontrol etti ancak bir şey bulamadılar. Bu","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","https://files.sikayetvar.com/complaint/2752/27520605/turknet-sorumsuzlugu-ve-hiz-dususu-1_350x350.jpg",""
"TurkNet İlgisizlik İnternet Bağlantısı Yok","https://www.sikayetvar.com/turknet/turknet-ilgisizlik-internet-baglantisi-yok","Berkay","09 Ocak 21:11","1.127","TürkNet internet bağlantım kesildi ve geri gelmiyor. Bina içindeki kabloların sorunlu olduğu iddia edildi; kablolar tamamen değiştirildi ancak internet hâlâ yok. Daha sonra modemim sorunlu olduğu söylendi. Modem değişikliği yapıldı ama yine internet bağlantım yok. Üç-dört gündür internetim yok ve sü","#Modem","https://www.sikayetvar.com/turknet/modem","...","",""
"TurkNet İnternet Bağlantısı Kopması","https://www.sikayetvar.com/turknet/turknet-internet-baglantisi-kopmasi-8","Şeyma","09 Ocak 20:48","900","TurkNet firmasının internet hizmetini kullanmaktayım. Yaklaşık 10 gündür internetimde sürekli kopmalar meydana geliyor. Bu sorun ilk saatlerde önce internet hızımın inanılmaz derecede düşmesiyle başlayıp yerini bağlantı kopmalarına bıraktı. Kendilerinden destek talebi rica etmeme rağmen hiçbir sonuç","","","...","",""
"TurkNet Başvuru Eksik Bilgilendirme","https://www.sikayetvar.com/turknet/turknet-basvuru-eksik-bilgilendirme","Benhur","09 Ocak 20:31","855","T***t** TurkNet'e geçiş talebi oluşturdum. TurkNet sitesinden başvuru yaparken Türk Telekom hizmet numaramı da girdim. Sonrasında TurkNet interneti bağlama sürecindeyken T**t* İnternet aboneliğimi iptal ettirdim. Aboneliğimi iptal ettirdiğim için geçiş olmayacağını ve sıfırdan kurulum olacağını tara","","","...","",""
"TurkNet İnternet Bağlantımın 14 Gün Gecikmesi Üzerine Yaşadığım Mağduriyet","https://www.sikayetvar.com/turknet/turknet-internet-baglantimin-14-gun-gecikmesi-uzerine-yasadigim-magduriyet","Ümit","09 Ocak 20:30","602","Hayatımda böyle mağdur duruma düşmedim ben. 26 aralıkta internet aboneliğimi başlattım 5-7 gün arasında internetiniz aktif olup kullanacaksınız denildi. Ve aradan tam 14 gün geçti hala internetim gelmedi. Ne servisiniz iyi ne de müşteri hizmetleriniz. Daha önce TurkNet kullanıcısıydım memnundum ama","","","...","",""
"TurkNet Bağlantı Ve Destek Sorunları","https://www.sikayetvar.com/turknet/turknet-baglanti-ve-destek-sorunlari","Fatih","09 Ocak 19:59","737","TurkNet'ten internet hizmeti aldım ve başvuru aşamasında müşteri hizmetleriyle sorun yaşadım. Adresle ilgili bir problem oldu ve bugün 'Turknet başvurunuz alınmıştır' şeklinde bir mesaj aldım. Halbuki ben zaten iki haftadır aboneyim. TurkNet mobil üzerinden destek talebi oluşturup geri dönüş yapmala","","","...","",""
"TurkNet'in Keyfine Göre Yaptığı İşlem","https://www.sikayetvar.com/turknet/turknetin-keyfine-gore-yaptigi-islem","Nezih","09 Ocak 19:59","770","","#Fiber İnternet","https://www.sikayetvar.com/turknet/fiber-internet","","https://files.sikayetvar.com/complaint/2751/27519531/turknetin-keyfine-gore-yaptigi-islem-2_350x350.jpg","https://files.sikayetvar.com/complaint/2751/27519531/turknetin-keyfine-gore-yaptigi-islem-1_350x350.jpg"
"TurkNet'te Hizmet İptali Yaptığım Halde, Tekrar Hizmete Açılmış","https://www.sikayetvar.com/turknet/turknette-hizmet-iptali-yaptigim-halde-tekrar-hizmete-acilmis","Ebru","09 Ocak 19:58","1.805","TurkNet te, 2 internet hizmeti aldım ve haziran ayında başka şehre taşınmamdan dolayı, birini iptal ettirdim ve diğerine de internet dondurma işlemi yapmamı tavsiye ettiler, gittiğim adres belli olunca nakil yapılabilir diye ve öyle yaptık. Fakat taşınma surecimiz farklı şekilde gelişti, bir başkası","","","...","",""
"Gelmeyen TurkNet Saha Ekibi","https://www.sikayetvar.com/turknet/gelmeyen-turknet-saha-ekibi","Cemal","09 Ocak 19:35","925","Uygun fiyatlı ve yüksek hızlı olduğunu düşündüğüm için online olarak form doldurup üyelik başlattım. Dün yani 08.01 tarihinde müşteri hizmetleri tarafından aranarak bugün yani 09.01 tarihi için kurulum randevusu belirlendiği söylendi. Gün içerisinde işte olduğum için akşam gelip gelemeyeceklerini so","","","...","",""
"TurkNet Kurulum Sürecinde Yaşanan Aksaklıklar","https://www.sikayetvar.com/turknet/turknet-kurulum-surecinde-yasanan-aksakliklar","Ateş","09 Ocak 19:18","1.091","TurkNet ile yaşadığım sorunları anlatmak istiyorum. Kuruluma gelecek olan E***, beni aradı ve bana bir elektrikçi numarası verdi. Kendisi 'Bu kişiyi arayın, gelip ücretini ödeyin, onlar kurulumu yapacak, sonra biz gelip modemi bağlayacağız' dedi. TurkNet'e 600 TL kurulum ücreti ödeyeceğim, ancak kur","","","...","",""
"TurkNet İp Vermediği İçin İnternete Erişemiyorum","https://www.sikayetvar.com/turknet/turknet-ip-vermedigi-icin-internete-erisemiyorum","Emre","09 Ocak 19:17","879","TurkNet internete başvuru yaptım saha ekipleri Türk Telekom gelip bağlantımı gerçekleştirdi fakat ip almakta sorun yaşıyorum. Bunu bir çok defa TurkNet çağrı merkezine bildirmeme rağmen bir çözüm bulmadılar. Saha ekibi olan Türk Telekom ekibine kendi çabalarımla tekrar ulaşıp modemimi değiştirttim s","","","...","",""
